date_of_order,title,amount,government_departments,joint_signatures,corporate_number
2021-03-25T00:00:00+09:00,電子版例規集に係るサービス提供業務,3168000,国立研究開発法人新エネルギー・産業技術総合開発機構,,1010001100425
2021-03-24T00:00:00+09:00,カーボンリサイクル・次世代火力発電等技術開発ＣＯ２排出削減・有効利用実用化技術開発液体燃料へのＣＯ２利用技術開発／次世代ＦＴ反応と液体合成燃料一貫製造プロセスに関する研究開発,148104000,国立研究開発法人新エネルギー・産業技術総合開発機構,,1010001130819
2021-03-19T00:00:00+09:00,２０２１年度事務消耗品の購入,6207850,国立研究開発法人新エネルギー・産業技術総合開発機構,,1010401006180
2021-03-29T00:00:00+09:00,出張・外勤管理支援サービス,16515400,国立研究開発法人新エネルギー・産業技術総合開発機構,,1010401023408
2021-03-30T00:00:00+09:00,燃料電池等利用の飛躍的拡大に向けた共通課題解決型産学官連携研究開発事業大型ＦＣＶ燃料装置用液化水素技術に関するフィジビリティ調査,9090400,国立研究開発法人新エネルギー・産業技術総合開発機構,,1010405010435
2021-03-18T00:00:00+09:00,ポスト５Ｇ情報通信システム基盤強化研究開発事業先導研究（委託）６Ｇ（ポスト５Ｇ）に向けた次世代ソフトウェア開発基盤の技術開発,140880300,国立研究開発法人新エネルギー・産業技術総合開発機構,,1020001071491
2021-02-03T00:00:00+09:00,ＮＥＤＯ　中小・スタートアップ支援ホームページの構築・制作業務,9130336,国立研究開発法人新エネルギー・産業技術総合開発機構,,2010001142978
2021-03-12T00:00:00+09:00,イノベーション推進部フリーアドレス対応に伴う什器調達,11286000,国立研究開発法人新エネルギー・産業技術総合開発機構,,2010401015610
2021-03-19T00:00:00+09:00,２０２１年４月分什器の調達,10978000,国立研究開発法人新エネルギー・産業技術総合開発機構,,2010401015610
2021-03-25T00:00:00+09:00,文献データベース使用権の調達,2173138,国立研究開発法人新エネルギー・産業技術総合開発機構,,2010401030329
2021-03-23T00:00:00+09:00,カーボンリサイクル・次世代火力発電等技術開発次世代火力発電技術推進事業コンビナート等における産業間連携を活用したカーボンリサイクル事業の実現可能性調査／主要石油化学コンビナート産業間連携調査,34695100,国立研究開発法人新エネルギー・産業技術総合開発機構,,2010405002613
2021-03-26T00:00:00+09:00,ＰＭＳ会計系システムの運用保守業務,150123600,国立研究開発法人新エネルギー・産業技術総合開発機構,,2011101056358
2021-03-15T00:00:00+09:00,「地方版ＩｏＴ推進ラボ」ポータルサイト第二期システムの運用・保守,4758600,情報処理推進機構,,2013201010293
2021-02-04T00:00:00+09:00,ＮＥＤＯ公式ＹｏｕＴｕｂｅに係るコンサルティング業務,4400000,国立研究開発法人新エネルギー・産業技術総合開発機構,,2020001047904
2021-03-18T00:00:00+09:00,カーボンリサイクル・次世代火力発電等技術開発次世代火力発電技術推進事業コンビナート等における産業間連携を活用したカーボンリサイクル事業の実現可能性調査／苫小牧を拠点とする産業間連携調査,23849100,国立研究開発法人新エネルギー・産業技術総合開発機構,,3010001108219
2021-03-26T00:00:00+09:00,２０２１年度「戦略的イノベーション創造プログラム（ＳＩＰ）第２期／自動運転（システムとサービスの拡張）」に係る実証実験における交通事故調査業務,4045877,国立研究開発法人新エネルギー・産業技術総合開発機構,,3011001027739
2021-03-03T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラムおよび新産業創出新技術先導研究プログラム新規公募採択に関する支援業務,7496500,国立研究開発法人新エネルギー・産業技術総合開発機構,,3011201005528
2021-03-03T00:00:00+09:00,文書等の保管及び搬出・搬入業務,1586200,工業所有権情報・研修館,,3011801010415
2021-02-25T00:00:00+09:00,知財総合支援窓口運営業務（茨城県）一式,50366958,工業所有権情報・研修館,,3050005012677
2021-03-15T00:00:00+09:00,クリーンエネルギー分野における革新的技術の国際共同研究開発事業未利用熱等活用に資する革新的機器・デバイス開発炭酸ガス分解用ソーラー集熱反応器の国際共同研究開発,9035000,国立研究開発法人新エネルギー・産業技術総合開発機構,,3100005006723
2021-03-15T00:00:00+09:00,クリーンエネルギー分野における革新的技術の国際共同研究開発事業未利用熱等活用に資する革新的機器・デバイス開発炭酸ガス分解用ソーラー集熱反応器の国際共同研究開発,73970000,国立研究開発法人新エネルギー・産業技術総合開発機構,,3110005001789
2021-03-24T00:00:00+09:00,カーボンリサイクル・次世代火力発電等技術開発ＣＯ２排出削減・有効利用実用化技術開発液体燃料へのＣＯ２利用技術開発／次世代ＦＴ反応と液体合成燃料一貫製造プロセスに関する研究開発,176280000,国立研究開発法人新エネルギー・産業技術総合開発機構,,3180005006071
2021-03-11T00:00:00+09:00,クリーンエネルギー分野における革新的技術の国際共同研究開発事業革新的水素製造・利用の要素技術開発高効率な中温水蒸気電解酸化物セルの国際共同研究開発,97527000,国立研究開発法人新エネルギー・産業技術総合開発機構,,3290005003743
2021-02-01T00:00:00+09:00,複写用紙（Ａ４判再生紙）の購入　１，５２５，０００枚（予定）,1033340,工業所有権情報・研修館,,4010001104613
2021-03-26T00:00:00+09:00,名刺情報データ化共有サービスの調達,349800,国立研究開発法人新エネルギー・産業技術総合開発機構,,4010001120965
2021-03-16T00:00:00+09:00,クリーンエネルギー分野における革新的技術の国際共同研究開発事業分散型電力ネットワーク有効活用に資する革新的要素技術開発クリーンエネルギー有効活用に向けた高耐圧デバイス・パワエレ要素技術の国際共同研究開発,10285000,国立研究開発法人新エネルギー・産業技術総合開発機構,,4010005018545
2021-03-30T00:00:00+09:00,イベント参加支援システムの機能改修（広報システム改修業務）,4664880,情報処理推進機構,,4010401078085
2021-03-29T00:00:00+09:00,仮想サーバ環境に係るソフトウェアのライセンス更新の調達,12054680,情報処理推進機構,,4010701022825
2021-03-26T00:00:00+09:00,仮想デスクトップ環境に係るクライアントソフトウェアのライセンス更新の調達,10602900,情報処理推進機構,,4010701022825
2021-03-18T00:00:00+09:00,電子メール用クライアント証明書発行サービスの調達,1980000,情報処理推進機構,,4011001040781
2021-02-16T00:00:00+09:00,１７階Ｂ区画会議室新設工事,5720000,国立研究開発法人新エネルギー・産業技術総合開発機構,,4011101011880
2021-03-23T00:00:00+09:00,カーボンリサイクル・次世代火力発電等技術開発次世代火力発電技術推進事業コンビナート等における産業間連携を活用したカーボンリサイクル事業の実現可能性調査／千葉県五井地区産業間連携調査,107978200,国立研究開発法人新エネルギー・産業技術総合開発機構,,4012401012569
2021-03-24T00:00:00+09:00,カーボンリサイクル・次世代火力発電等技術開発次世代火力発電技術推進事業コンビナート等における産業間連携を活用したカーボンリサイクル事業の実現可能性調査／千葉コンビナート産業間連携調査,53435800,国立研究開発法人新エネルギー・産業技術総合開発機構,,4040001000652
2021-03-15T00:00:00+09:00,クリーンエネルギー分野における革新的技術の国際共同研究開発事業未利用熱等活用に資する革新的機器・デバイス開発炭酸ガス分解用ソーラー集熱反応器の国際共同研究開発,16965000,国立研究開発法人新エネルギー・産業技術総合開発機構,,5010005007398
2021-03-04T00:00:00+09:00,クリーンエネルギー分野における革新的技術の国際共同研究開発事業分散型電力ネットワーク有効活用に資する革新的要素技術開ＳｉＣ結晶の生産性と品質を飛躍的に向上する革新的溶液成長技術の開発,29152000,国立研究開発法人新エネルギー・産業技術総合開発機構,,5010005007398
2021-03-26T00:00:00+09:00,資産管理システムの運用保守業務,619124,国立研究開発法人新エネルギー・産業技術総合開発機構,,5010005016795
2021-03-24T00:00:00+09:00,エネルギー消費の効率化等に資する我が国技術の国際実証事業実証要件適合性等調査バイオディーゼル燃料の生産拡大を実現するためのドローン＋ＡＩの活用実証研究（インドネシア）,9014500,国立研究開発法人新エネルギー・産業技術総合開発機構,,5011001093309
2021-03-24T00:00:00+09:00,カーボンリサイクル・次世代火力発電等技術開発ＣＯ２排出削減・有効利用実用化技術開発液体燃料へのＣＯ２利用技術開発／次世代ＦＴ反応と液体合成燃料一貫製造プロセスに関する研究開発,112970000,国立研究開発法人新エネルギー・産業技術総合開発機構,,5012405001550
2021-02-18T00:00:00+09:00,２０２１年度英語研修業務,5149100,国立研究開発法人新エネルギー・産業技術総合開発機構,,5120001081114
2021-03-26T00:00:00+09:00,文書管理システムのサービス提供及び運用保守業務,1191729,国立研究開発法人新エネルギー・産業技術総合開発機構,,5500001000984
2021-03-26T00:00:00+09:00,２０２１年度「戦略的イノベーション創造プログラム（ＳＩＰ）第２期／自動運転（システムとサービスの拡張）」に係る施設賠償責任保険契約,905800,国立研究開発法人新エネルギー・産業技術総合開発機構,,6010001008795
2021-03-31T00:00:00+09:00,「知財力開発校支援事業」及び「知的財産に関する創造力・実践力・活用力開発事業」運営支援委託業務　一式,33780404,工業所有権情報・研修館,,6010001011007
2021-03-09T00:00:00+09:00,戦略的省エネルギー技術革新プログラム化学産業において革新的省エネルギー技術として実現が期待される電化に関する調査,19894600,国立研究開発法人新エネルギー・産業技術総合開発機構,,6010001030403
2021-03-29T00:00:00+09:00,ドローンの利活用に向けたＷｅｂイベント開催に係る運営等業務,7290800,国立研究開発法人新エネルギー・産業技術総合開発機構,,6010001047835
2021-03-23T00:00:00+09:00,研修テキスト等の印刷及び製本業務,3822359,工業所有権情報・研修館,,6010001056290
2021-03-17T00:00:00+09:00,２０２１年度危機管理広報研修業務及び広報アドバイザリー業務,1650000,国立研究開発法人新エネルギー・産業技術総合開発機構,,6010401006259
2021-03-31T00:00:00+09:00,ＩＴに関する情報提供サービス,10780000,情報処理推進機構,,6010401096936
2021-03-24T00:00:00+09:00,カーボンリサイクル・次世代火力発電等技術開発ＣＯ２排出削減・有効利用実用化技術開発液体燃料へのＣＯ２利用技術開発／次世代ＦＴ反応と液体合成燃料一貫製造プロセスに関する研究開発,1553783800,国立研究開発法人新エネルギー・産業技術総合開発機構,,6010405009489
2021-03-23T00:00:00+09:00,カーボンリサイクル・次世代火力発電等技術開発次世代火力発電技術推進事業コンビナート等における産業間連携を活用したカーボンリサイクル事業の実現可能性調査／主要石油化学コンビナート産業間連携調査,33828300,国立研究開発法人新エネルギー・産業技術総合開発機構,,6010405010488
2021-02-24T00:00:00+09:00,文書保存管理等業務,8799942,国立研究開発法人新エネルギー・産業技術総合開発機構,,6010601038102
2021-03-29T00:00:00+09:00,「ＯＰＩＥ’２１」への出展に係る会場設営・運営業務,7458000,国立研究開発法人新エネルギー・産業技術総合開発機構,,6010701025173
2021-02-01T00:00:00+09:00,公用車の賃貸借,170170,国立研究開発法人新エネルギー・産業技術総合開発機構,,6020001023868
2021-03-10T00:00:00+09:00,新製品カタログの収集,12391500,工業所有権情報・研修館,,6020001110501
2021-03-24T00:00:00+09:00,カーボンリサイクル・次世代火力発電等技術開発ＣＯ２排出削減・有効利用実用化技術開発液体燃料へのＣＯ２利用技術開発／次世代ＦＴ反応と液体合成燃料一貫製造プロセスに関する研究開発,42354000,国立研究開発法人新エネルギー・産業技術総合開発機構,,6020005004971
2021-03-12T00:00:00+09:00,イベント参加支援システムの機能改修（広報システム改修業務）,6999300,情報処理推進機構,,6220001017593
2021-03-05T00:00:00+09:00,令和３年度内国雑誌の購入「Ｉ’ｍ　ｈｏｍｅ（アイムホーム）　外２７６タイトル」,5729413,工業所有権情報・研修館,,7010001016830
2021-03-23T00:00:00+09:00,２０２１年度オンライン新聞クリッピング業務,9691000,国立研究開発法人新エネルギー・産業技術総合開発機構,,7010001025724
2021-03-31T00:00:00+09:00,侵入検知プラットフォーム等ネットワーク機器に係る保守及びソフトウェアライセンス契約更新,14501300,情報処理推進機構,,7010001064648
2021-03-18T00:00:00+09:00,カーボンリサイクル・次世代火力発電等技術開発次世代火力発電技術推進事業コンビナート等における産業間連携を活用したカーボンリサイクル事業の実現可能性調査／苫小牧を拠点とする産業間連携調査,49500000,国立研究開発法人新エネルギー・産業技術総合開発機構,,7010001088960
2021-03-22T00:00:00+09:00,研究開発型スタートアップ支援事業グローバル・スタートアップ・エコシステム強化に関する検討,14898400,国立研究開発法人新エネルギー・産業技術総合開発機構,,7010001161016
2021-03-08T00:00:00+09:00,クリーンエネルギー分野における革新的技術の国際共同研究開発事業分散型電力ネットワーク有効活用に資する革新的要素技術開発ＳｉＣ結晶の生産性と品質を飛躍的に向上する革新的溶液成長技術の開発,54024300,国立研究開発法人新エネルギー・産業技術総合開発機構,,7010005005425
2021-03-24T00:00:00+09:00,カーボンリサイクル・次世代火力発電等技術開発ＣＯ２排出削減・有効利用実用化技術開発液体燃料へのＣＯ２利用技術開発／次世代ＦＴ反応と液体合成燃料一貫製造プロセスに関する研究開発,550317900,国立研究開発法人新エネルギー・産業技術総合開発機構,,7010005005425
2021-03-11T00:00:00+09:00,クリーンエネルギー分野における革新的技術の国際共同研究開発事業分散型電力ネットワーク有効活用に資する革新的要素技術開発クリーンエネルギー有効活用に向けた高耐圧デバイス・パワエレ要素技術の国際共同研究開発,89713800,国立研究開発法人新エネルギー・産業技術総合開発機構,,7010005005425
2021-03-31T00:00:00+09:00,２０２１年度プロジェクトマネジメントシステム及び仮想化基盤の運用保守業務,462739200,国立研究開発法人新エネルギー・産業技術総合開発機構,,7010401052137
