date_of_order,title,amount,government_departments,joint_signatures,corporate_number
2021-05-28T00:00:00+09:00,２０２１年度ペネトレーションテストによる独立行政法人等の情報システムに対するセキュリティ対策状況調査（その１）,38148000,情報処理推進機構,,4010001095076
2021-05-21T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラムマリンバイオマスの多角的製鉄利用に資する研究開発,10855200,国立研究開発法人新エネルギー・産業技術総合開発機構,,4010001190125
2021-06-23T00:00:00+09:00,２０２１年度中核人材育成プログラム（ＩＴセキュリティ分野）および「日米ＥＵ演習」の設計・検証等業務,139579467,情報処理推進機構,,4010005002375
2021-05-21T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラム電力貯蔵用高安全・低コスト二次電池の研究開発,50001600,国立研究開発法人新エネルギー・産業技術総合開発機構,,4010005018545
2021-04-30T00:00:00+09:00,特許情報分析支援委託事業　一式,115051531,工業所有権情報・研修館,,4010405010498
2021-05-26T00:00:00+09:00,電気自動車用革新型蓄電池開発フッ化物電池の研究開発,120000000,国立研究開発法人新エネルギー・産業技術総合開発機構,,4050005005267
2021-05-19T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラム農山村の森林整備に対応した脱炭素型電動ロボットの研究開発,3263700,国立研究開発法人新エネルギー・産業技術総合開発機構,,4050005005317
2021-05-24T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラム農業用途を視野に入れた波長選択型有機太陽電池の研究開発,10004000,国立研究開発法人新エネルギー・産業技術総合開発機構,,4120905002554
2021-05-24T00:00:00+09:00,電気自動車用革新型蓄電池開発フッ化物電池の研究開発,45000000,国立研究開発法人新エネルギー・産業技術総合開発機構,,4120905002554
2021-05-24T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラム農業用途を視野に入れた波長選択型有機太陽電池の研究開発,29992000,国立研究開発法人新エネルギー・産業技術総合開発機構,,4120905002554
2021-05-24T00:00:00+09:00,電気自動車用革新型蓄電池開発フッ化物電池の研究開発、亜鉛負極電池の研究開発,160000000,国立研究開発法人新エネルギー・産業技術総合開発機構,,4140005021197
2021-04-05T00:00:00+09:00,クリーンエネルギー分野における革新的技術の国際共同研究開発事業航空機エンジンの燃費改善に寄与する革新的耐熱部材にかかる信頼性・品質保証手法の開発セラミックス複合材料（ＣＭＣ）の信頼性保証技術開発,9900000,国立研究開発法人新エネルギー・産業技術総合開発機構,,4250001003428
2021-05-21T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラム　先端実装技術を用いた多重直並列構成アダプティブ電源の研究開発,19320000,国立研究開発法人新エネルギー・産業技術総合開発機構,,4290005001267
2021-05-20T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラム畜産系バイオガスのメタノール・ギ酸変換技術の開発,88874500,国立研究開発法人新エネルギー・産業技術総合開発機構,,4430001022194
2021-06-25T00:00:00+09:00,インターネット願書受付システムのアウトソーシングサービス,76803034,情報処理推進機構,,5010001006767
2021-06-22T00:00:00+09:00,労働者派遣業務（２０２１年７月契約開始分【脆弱性取扱関連業務】）,45740376,情報処理推進機構,,5010001113943
2021-05-24T00:00:00+09:00,電気自動車用革新型蓄電池開発フッ化物電池の研究開発,90000000,国立研究開発法人新エネルギー・産業技術総合開発機構,,5010005007398
2021-05-21T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラムマリンバイオマスの多角的製鉄利用に資する研究開発,13839400,国立研究開発法人新エネルギー・産業技術総合開発機構,,5010405009696
2021-04-01T00:00:00+09:00,令和３年度　政府情報システムのためのセキュリティ評価制度に係る監査機関選定・管理業務,41757100,情報処理推進機構,,5010605002419
2021-05-28T00:00:00+09:00,電気自動車用革新型蓄電池開発フッ化物電池の研究開発、亜鉛負極電池の研究開発,330000000,国立研究開発法人新エネルギー・産業技術総合開発機構,,5011105000953
2021-04-01T00:00:00+09:00,労働者派遣業務（セキュリティ対策推進業務その４）,124098425,情報処理推進機構,,5020001033661
2021-05-21T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラム海産性微細藻類培養拠点のための研究開発,30000000,国立研究開発法人新エネルギー・産業技術総合開発機構,,5050005005266
2021-05-26T00:00:00+09:00,電気自動車用革新型蓄電池開発フッ化物電池の研究開発,7260000,国立研究開発法人新エネルギー・産業技術総合開発機構,,5120001158218
2021-05-24T00:00:00+09:00,電気自動車用革新型蓄電池開発フッ化物電池の研究開発、亜鉛負極電池の研究開発,150000000,国立研究開発法人新エネルギー・産業技術総合開発機構,,5120005020803
2021-05-20T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラムバナジウム代替新型レドックスフロー電池の研究開発,19932000,国立研究開発法人新エネルギー・産業技術総合開発機構,,5170001001141
2021-04-01T00:00:00+09:00,２０２１年度事務用消耗品等の購入（単価契約）,2244000,情報処理推進機構,,6010001055730
2021-06-16T00:00:00+09:00,２０２１年度独立行政法人等に対するマネジメント監査の実施支援及び助言業務（その３）,49500000,情報処理推進機構,,6010001107003
2021-04-01T00:00:00+09:00,令和３年度・４年度コース別語学研修通信教育型研修　ＣＤ教材等英語コース　一式,7503152,工業所有権情報・研修館,,6010001143378
2021-06-11T00:00:00+09:00,２０２１年度　未踏ＩＴ人材発掘・育成事業　ブースト会議の会場等借上契約,1511576,情報処理推進機構,,6010701011859
2021-06-24T00:00:00+09:00,労働者派遣業務（２０２１年７月契約開始分【セキュリティ対策推進業務】）,94463820,情報処理推進機構,,6010701025710
2021-05-24T00:00:00+09:00,人事評価システムサービスの調達,402226,国立研究開発法人新エネルギー・産業技術総合開発機構,,6011201014757
2021-06-14T00:00:00+09:00,２０２１年度独立行政法人等に対するマネジメント監査の実施支援及び助言業務（その２）,10230000,情報処理推進機構,,6240001006974
2021-05-21T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラム先端実装技術を用いた多重直並列構成アダプティブ電源の研究開発,19800000,国立研究開発法人新エネルギー・産業技術総合開発機構,,6310001007874
2021-05-21T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラム先端実装技術を用いた多重直並列構成アダプティブ電源の研究開発,19739000,国立研究開発法人新エネルギー・産業技術総合開発機構,,6310005001064
2021-05-21T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラム電力・エネルギー分散化加速に向けた高耐圧ＳｉＣ－ＩＧＢＴシステムの開発,75170700,国立研究開発法人新エネルギー・産業技術総合開発機構,,7010001008844
2021-04-01T00:00:00+09:00,脅威インテリジェンスサービス「ＡｕｔｏＦｏｃｕｓ」の調達,9578470,情報処理推進機構,,7010001008844
2021-05-26T00:00:00+09:00,スマート工場のセキュリティリスク分析調査,41800000,情報処理推進機構,,7010001008844
2021-06-30T00:00:00+09:00,「ＳＨＩＥＬＤグローバルインテリジェンスサービス」の調達,5387800,情報処理推進機構,,7010001008844
2021-04-01T00:00:00+09:00,ファイアウォールシステムと連携したネットワーク監視機器の利用サービス,10323720,情報処理推進機構,,7010001035673
2021-05-28T00:00:00+09:00,エネルギー消費の効率化等に資する我が国技術の国際実証事業Ｉｎｎｏｖａｔｉｏｎ　ｆｏｒ　Ｃｏｏｌ　Ｅａｒｔｈ　Ｆｏｒｕｍ（ＩＣＥＦ）の実施に係る国際連携及び情報発信等事業,29800100,国立研究開発法人新エネルギー・産業技術総合開発機構,,7010001088960
2021-04-01T00:00:00+09:00,労働者派遣業務（脆弱性取扱関連業務その３）,248807240,情報処理推進機構,,7010001134137
2021-06-11T00:00:00+09:00,２０２１年度ペネトレーションテストによる独立行政法人等の情報システムに対するセキュリティ対策状況調査（その２）,41250000,情報処理推進機構,,7010001134137
2021-05-24T00:00:00+09:00,電気自動車用革新型蓄電池開発フッ化物電池の研究開発,124998500,国立研究開発法人新エネルギー・産業技術総合開発機構,,7010005005425
2021-05-21T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラム電力・エネルギー分散化加速に向けた高耐圧ＳｉＣ－ＩＧＢＴシステムの開発,19800000,国立研究開発法人新エネルギー・産業技術総合開発機構,,7010005005425
2021-04-01T00:00:00+09:00,マイナンバー取り扱い業務,2793676,情報処理推進機構,,7010401022924
2021-04-01T00:00:00+09:00,基幹業務システム機器等保守業務,5346000,情報処理推進機構,,7010401022924
2021-04-01T00:00:00+09:00,令和３年度・４年度コース別語学研修　集合型研修　オーラル通年コース,17556000,工業所有権情報・研修館,,7010401027238
2021-04-01T00:00:00+09:00,ＤＸ推進事業システムの運用保守業務,11616000,情報処理推進機構,,7020003010046
2021-05-24T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラム農業用途を視野に入れた波長選択型有機太陽電池の研究開発,25990000,国立研究開発法人新エネルギー・産業技術総合開発機構,,7100005012206
2021-05-26T00:00:00+09:00,電気自動車用革新型蓄電池開発フッ化物電池の研究開発、亜鉛負極電池の研究開発,150003000,国立研究開発法人新エネルギー・産業技術総合開発機構,,7370005002147
2021-04-15T00:00:00+09:00,ＩＰＡ広報誌『ＩＰＡ　ＮＥＷＳ』Ｖｏｌ．５２－５６の制作・編集等業務,11071500,情報処理推進機構,,8010001072492
2021-04-30T00:00:00+09:00,労働者派遣業務（２０２１年６月契約開始分【高度事務派遣】）,24850613,情報処理推進機構,,8010001076758
2021-05-18T00:00:00+09:00,２０２１年度独立行政法人等に対するマネジメント監査の実施支援及び助言業務（その１）,68200000,情報処理推進機構,,8010001144647
2021-05-17T00:00:00+09:00,ＩＰＡ広報誌『ＩＰＡ　ＮＥＷＳ』Ｖｏｌ．５２－５６の印刷及び発送等業務,3993000,情報処理推進機構,,9010001005633
2021-06-21T00:00:00+09:00,コラボレーション・プラットフォーム調査業務２０２１,3578520,情報処理推進機構,,9010001027685
2021-05-19T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラム農山村の森林整備に対応した脱炭素型電動ロボットの研究開発,50502100,国立研究開発法人新エネルギー・産業技術総合開発機構,,9010401052465
2021-06-14T00:00:00+09:00,ＤＡＤＣのコミュニティ形成・拡大に向けたコミュニティ支援サービス契約,9226864,情報処理推進機構,,9010403019719
2021-06-22T00:00:00+09:00,「ＡＰＴインテリジェンスレポートサービス」の調達,19800000,情報処理推進機構,,9010601021385
2021-05-28T00:00:00+09:00,その他契約（評価部）２０２１年度プロジェクト等評価支援業務,11946000,国立研究開発法人新エネルギー・産業技術総合開発機構,,9011101039249
2021-05-27T00:00:00+09:00,電気自動車用革新型蓄電池開発フッ化物電池の研究開発、亜鉛負極電池の研究開発,1080000000,国立研究開発法人新エネルギー・産業技術総合開発機構,,9013205001282
2021-05-21T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラム海産性微細藻類培養拠点のための研究開発,20543600,国立研究開発法人新エネルギー・産業技術総合開発機構,,9080401002959
2021-05-24T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラム農業用途を視野に入れた波長選択型有機太陽電池の研究開発,33935000,国立研究開発法人新エネルギー・産業技術総合開発機構,,9120001048976
2021-05-24T00:00:00+09:00,電気自動車用革新型蓄電池開発フッ化物電池の研究開発、亜鉛負極電池の研究開発,120000000,国立研究開発法人新エネルギー・産業技術総合開発機構,,9250005001134
2021-05-20T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラム機械負荷制御導入による電動農機・農業ロボットの最適エネルギー・作業管理技術の開発,37646000,国立研究開発法人新エネルギー・産業技術総合開発機構,,9500005001934
2021-05-20T00:00:00+09:00,ポスト５Ｇ情報通信システム基盤強化研究開発事業次世代情報通信システムに関わる動向調査,19984800,国立研究開発法人新エネルギー・産業技術総合開発機構,,1010001143390
2021-04-01T00:00:00+09:00,令和３年度パテントコンテスト及びデザインパテントコンテスト事業の運営支援業務　一式,7700000,工業所有権情報・研修館,,1010401023408
2021-06-10T00:00:00+09:00,コラボレーション・プラットフォーム配信業務２０２１,2189000,情報処理推進機構,,1010701022159
2021-05-21T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラム電力貯蔵用高安全・低コスト二次電池の研究開発,24948000,国立研究開発法人新エネルギー・産業技術総合開発機構,,1030001071094
2021-05-21T00:00:00+09:00,電気自動車用革新型蓄電池開発フッ化物電池の研究開発、亜鉛負極電池の研究開発,224996200,国立研究開発法人新エネルギー・産業技術総合開発機構,,1180005014415
2021-05-21T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラム電力貯蔵用高安全・低コスト二次電池の研究開発,10049600,国立研究開発法人新エネルギー・産業技術総合開発機構,,1180005014415
2021-05-20T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラム植物工場向けＤＲ・生育維持システムの基礎技術開発,12425600,国立研究開発法人新エネルギー・産業技術総合開発機構,,1360001023888
2021-06-29T00:00:00+09:00,脆弱性届出業務に係る機器等一式の調達（再リース）,6624420,情報処理推進機構,,2010001033475
2021-04-01T00:00:00+09:00,令和３年度・４年度コース別語学研修通学型研修　第二外国語コース（独語）　一式,1406592,工業所有権情報・研修館,,2010001139553
2021-04-01T00:00:00+09:00,令和３年度・４年度コース別語学研修通学型研修　第二外国語コース（中国語）　一式,4920696,工業所有権情報・研修館,,2010001139553
2021-04-01T00:00:00+09:00,秋葉原ＵＤＸ事務所における事務室等清掃業務,2261600,情報処理推進機構,,2011101047571
2021-05-20T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラム大型海藻類の完全利用に向けた基盤技術の開発,19985000,国立研究開発法人新エネルギー・産業技術総合開発機構,,2190005003044
2021-05-24T00:00:00+09:00,電気自動車用革新型蓄電池開発フッ化物電池の研究開発,45000000,国立研究開発法人新エネルギー・産業技術総合開発機構,,2190005003044
2021-05-21T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラムマリンバイオマスの多角的製鉄利用に資する研究開発,48687700,国立研究開発法人新エネルギー・産業技術総合開発機構,,3010001008848
2021-04-01T00:00:00+09:00,新聞記事クリッピング及び自動配信サービスの調達,4752000,情報処理推進機構,"株式会社エレクトロニック・ライブラリー",3010001033086
2021-04-01T00:00:00+09:00,令和３年度・４年度コース別語学研修集合型研修　リーディングコース　一式,3265504,工業所有権情報・研修館,,3010005002327
2021-04-01T00:00:00+09:00,令和３年度・４年度コース別語学研修集合型研修　ライティングコース　一式,2164800,工業所有権情報・研修館,,3010005002327
2021-04-01T00:00:00+09:00,秋葉原ＵＤＸ事務所における専用部設備管理業務,4675000,情報処理推進機構,,3010401005008
2021-05-26T00:00:00+09:00,電気自動車用革新型蓄電池開発亜鉛負極電池の研究開発,7139000,国立研究開発法人新エネルギー・産業技術総合開発機構,,3011101018084
2021-04-01T00:00:00+09:00,文京グリーンコートセンターオフィスの事務室等に係る賃貸借契約,708710757,情報処理推進機構,"科研製薬株式会社",3120005007273
2021-05-26T00:00:00+09:00,電気自動車用革新型蓄電池開発フッ化物電池の研究開発、亜鉛負極電池の研究開発,4247551000,国立研究開発法人新エネルギー・産業技術総合開発機構,,3130005005532
2021-05-21T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラム先端実装技術を用いた多重直並列構成アダプティブ電源の研究開発,33539000,国立研究開発法人新エネルギー・産業技術総合開発機構,,3290005001045
2021-05-19T00:00:00+09:00,データ解析関連ツール等の調査,11550000,情報処理推進機構,,3430001046616
2021-04-01T00:00:00+09:00,文京グリーンコートセンターオフィスの事務室等に係る賃貸借契約,708710757,情報処理推進機構,"日本生命保険相互会社",4010001000003
2021-06-29T00:00:00+09:00,２０２１年度ペネトレーションテストによる独立行政法人等の情報システムに対するセキュリティ対策状況調査（その３）,7629600,情報処理推進機構,,4010001095076
2021-05-20T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラム植物工場向けＤＲ・生育維持システムの基礎技術開発,82497800,国立研究開発法人新エネルギー・産業技術総合開発機構,,4010005018545
2021-05-18T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラム大容量洋上風力発電導入拡大のための再エネと蓄電池を伴うＭ－Ｇセット,5998500,国立研究開発法人新エネルギー・産業技術総合開発機構,,4010005018545
2021-06-25T00:00:00+09:00,「脅威インテリジェンスサービス」の調達,11880000,情報処理推進機構,,4010401136545
2021-05-21T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラム電力貯蔵用高安全・低コスト二次電池の研究開発,15000000,国立研究開発法人新エネルギー・産業技術総合開発機構,,4011105000921
2021-06-30T00:00:00+09:00,ＳＮＳリアルタイム緊急情報サービス「Ｓｐｅｃｔｅｅ　Ｐｒｏ」の調達,2508000,情報処理推進機構,,4030001063205
2021-05-26T00:00:00+09:00,特許情報プラットフォームパンフレット外２点の印刷,1662956,工業所有権情報・研修館,,4110001023142
2021-05-20T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラム畜産系バイオガスのメタノール・ギ酸変換技術の開発,10005000,国立研究開発法人新エネルギー・産業技術総合開発機構,,4120905002554
2021-04-01T00:00:00+09:00,令和３年度・４年度コース別語学研修集合型研修　第二外国語コース（中国語）　一式,1613040,工業所有権情報・研修館,,5010005000122
2021-04-01T00:00:00+09:00,労働者派遣業務（脆弱性取扱関連業務その７）,27927900,情報処理推進機構,,5020001033661
2021-05-26T00:00:00+09:00,電気自動車用革新型蓄電池開発亜鉛負極電池の研究開発,2541000,国立研究開発法人新エネルギー・産業技術総合開発機構,,5120001059606
2021-04-01T00:00:00+09:00,法人文書管理システム改修業務,9900000,情報処理推進機構,,5500001000984
2021-04-01T00:00:00+09:00,法人文書管理システム運用支援業務,10560000,情報処理推進機構,,5500001000984
2021-05-20T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラムバナジウム代替新型レドックスフロー電池の研究開発,11610500,国立研究開発法人新エネルギー・産業技術総合開発機構,,6010001146760
2021-04-01T00:00:00+09:00,労働者派遣業務（脆弱性取扱関連業務その５）,55051040,情報処理推進機構,,6010701025710
2021-04-01T00:00:00+09:00,調査／分析システム保証期間の延長,14951669,情報処理推進機構,,7010001008844
2021-04-01T00:00:00+09:00,労働者派遣業務（脆弱性取扱関連業務その６）,91355264,情報処理推進機構,,7010001134137
2021-05-20T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラムバナジウム代替新型レドックスフロー電池の研究開発,64072800,国立研究開発法人新エネルギー・産業技術総合開発機構,,7010005005425
2021-05-20T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラム海産性微細藻類培養拠点のための研究開発,30000300,国立研究開発法人新エネルギー・産業技術総合開発機構,,7010005005425
2021-05-17T00:00:00+09:00,フォトエミッション等のサイドチャネル攻撃に関する調査,1751750,情報処理推進機構,,7010005005425
2021-05-27T00:00:00+09:00,電気自動車用革新型蓄電池開発フッ化物電池の研究開発,5517600,国立研究開発法人新エネルギー・産業技術総合開発機構,,7010401022916
2021-04-01T00:00:00+09:00,基幹業務システム運用支援業務,12678600,情報処理推進機構,,7010401022924
2021-04-01T00:00:00+09:00,令和３年度・４年度コース別語学研修通学型・短期集中型研修　英語コース　一式,90733170,工業所有権情報・研修館,,7010401027238
2021-04-01T00:00:00+09:00,令和３年度・４年度コース別語学研修集合型研修　オーラル半年コース　一式,23474880,工業所有権情報・研修館,,7010401027238
2021-04-05T00:00:00+09:00,クリーンエネルギー分野における革新的技術の国際共同研究開発事業航空機エンジンの燃費改善に寄与する革新的耐熱部材にかかる信頼性・品質保証手法の開発セラミックス複合材料（ＣＭＣ）の信頼性保証技術開発,29990400,国立研究開発法人新エネルギー・産業技術総合開発機構,,7010405010479
2021-04-01T00:00:00+09:00,労働者派遣業務（脆弱性取扱関連業務その４）,117669552,情報処理推進機構,,7010601034422
2021-06-29T00:00:00+09:00,２０２１年度独立行政法人等に対するマネジメント監査の実施支援及び助言業務（その４）,7986000,情報処理推進機構,,7130001058910
2021-06-11T00:00:00+09:00,２０２１年度産業サイバーセキュリティセンター中核人材育成プログラム［プライマリーコース・ベーシックコース］に関する講習等実施業務（ＯＴ防御技術・ペネトレーション手法分野）,102332362,情報処理推進機構,,8010605002498
2021-04-01T00:00:00+09:00,労働者派遣業務（セキュリティ対策推進業務その２）,118583432,情報処理推進機構,,8010701019462
2021-05-26T00:00:00+09:00,電気自動車用革新型蓄電池開発フッ化物電池の研究開発,10164000,国立研究開発法人新エネルギー・産業技術総合開発機構,,8030001046841
2021-06-30T00:00:00+09:00,２０２１年度中核人材育成プログラムに関する設計・検証等業務（国際標準分野）,56665538,情報処理推進機構,,8150005002309
2021-04-05T00:00:00+09:00,クリーンエネルギー分野における革新的技術の国際共同研究開発事業航空機エンジンの燃費改善に寄与する革新的耐熱部材にかかる信頼性・品質保証手法の開発セラミックス複合材料（ＣＭＣ）の信頼性保証技術開発,59982000,国立研究開発法人新エネルギー・産業技術総合開発機構,,9010805001803
