date_of_order,title,amount,government_departments,joint_signatures,corporate_number
2020-10-30T00:00:00+09:00,次世代浮体式洋上風力発電システム実証研究／洋上風力発電等技術研究開発／次世代浮体式洋上風力発電システム実証研究（浮体式洋上風力発電低コスト化技術開発）／浮体式洋上風力発電低コスト化技術開発調査研究（大型スパー浮体）,131890000,国立研究開発法人新エネルギー・産業技術総合開発機構,,1010001000006
2020-09-18T00:00:00+09:00,燃料電池等利用の飛躍的拡大に向けた共通課題解決型産学官連携研究開発事業／共通課題解決型基盤技術開発／高温低加湿作動を目指した革新的低白金化技術開発,90818200,国立研究開発法人新エネルギー・産業技術総合開発機構,,1010001010624
2020-09-11T00:00:00+09:00,人と共に進化する次世代人工知能に関する技術開発事業／説明できるＡＩの基盤技術開発／学習者の自己説明とＡＩの説明生成の共進化による教育学習支援環境ＥＸＡＩＴの研究開発,45387100,国立研究開発法人新エネルギー・産業技術総合開発機構,,1010001034730
2020-09-29T00:00:00+09:00,燃料電池等利用の飛躍的拡大に向けた共通課題解決型産学官連携研究開発事業／共通課題解決型基盤技術開発／高耐久性を目指したラジカルクエンチャーの研究開発,301730000,国立研究開発法人新エネルギー・産業技術総合開発機構,,1010005002329
2020-10-05T00:00:00+09:00,戦略的イノベーション創造プログラム（ＳＩＰ）第２期／自動運転（システムとサービスの拡張）／新たなサイバー攻撃手法と対策技術に関する調査研究／,217406400,国立研究開発法人新エネルギー・産業技術総合開発機構,,1010401023102
2020-09-29T00:00:00+09:00,燃料電池等利用の飛躍的拡大に向けた共通課題解決型産学官連携研究開発事業／共通課題解決型基盤技術開発／硫黄化合物等の吸着脱離メカニズム解明と被毒予防・回復技術開発,108911000,国立研究開発法人新エネルギー・産業技術総合開発機構,,1010405010435
2020-09-30T00:00:00+09:00,超高圧水素インフラ本格普及技術研究開発事業／水素ステーションのコスト低減等に関連する技術開発／ＨＤＶ等の新プロトコル対応の水素燃料計量システム技術と充填技術に関する研究開発,52574500,国立研究開発法人新エネルギー・産業技術総合開発機構,,1020001033723
2020-09-11T00:00:00+09:00,人と共に進化する次世代人工知能に関する技術開発事業／人の意図や知識を理解して学習するＡＩの基盤技術開発／ＡＩとオペレータの『意味』を介したコミュニケーションによる結晶成長技術開発,5445000,国立研究開発法人新エネルギー・産業技術総合開発機構,,1030005007111
2020-09-10T00:00:00+09:00,太陽光発電主力電源化推進技術開発／太陽光発電の新市場創造技術開発／フィルム型超軽量モジュール太陽電池の開発（重量制約のある屋根向け）（超軽量ペロブスカイト系太陽電池の研究開発）,373801266,国立研究開発法人新エネルギー・産業技術総合開発機構,,1120001059650
2020-09-30T00:00:00+09:00,革新的プラスチック資源循環プロセス技術開発／材料再生プロセス開発／,48944500,国立研究開発法人新エネルギー・産業技術総合開発機構,,1120001150558
