date_of_order,title,amount,government_departments,joint_signatures,corporate_number
2020-09-15T00:00:00+09:00,産業サイバーセキュリティ中核人材育成の演習用模擬システム（防御技術・ペネトレーション手法）設備環境における設計図書の作成及び工事,19800000,情報処理推進機構,,1010001034730
2020-09-16T00:00:00+09:00,ＩＣＴ環境変化がＩＴシステム・サービスの業務委託上のセキュリティの取り決めに与える影響調査,12045000,情報処理推進機構,,1010001143390
2020-08-17T00:00:00+09:00,令和２年度産業財産権制度問題調査研究「知財人材の流動化に関する調査研究」一式,9350000,特許庁,,1010005016691
2020-08-31T00:00:00+09:00,令和２年度産業財産権制度問題調査研究「進歩性判断における予測できない顕著な効果に関する調査研究」一式,13266000,特許庁,,1010005016691
2020-08-20T00:00:00+09:00,令和２年度原子力発電施設広聴・広報等事業（廃炉・汚染水対策に係る広報効果測定等事業）,28572500,資源エネルギー庁,,1010405009411
2020-09-14T00:00:00+09:00,労働者派遣業務（ＤＸ認定・銘柄事務業務）,20283788,情報処理推進機構,,1011001015010
2020-04-09T00:00:00+09:00,２０２０年度版中小企業施策利用ガイドブックの梱包発送作業,2350000,中小企業庁,,1012301009957
2020-08-25T00:00:00+09:00,プリンタ用紙（Ａ４色上質紙）の購入　２，０９２，５００枚（予定）,2163645,特許庁,,2010001027865
2020-08-17T00:00:00+09:00,Ｆターム検索サーバ一式の更改に係るハードウェア等賃貸借及び保守等業務　一式,2760454400,特許庁,"株式会社日立製作所",2010001033475
2020-09-11T00:00:00+09:00,デジタルカラー複合機の賃貸借及び保守業務,3341976,情報処理推進機構,"富士ゼロックス株式会社",2010001033475
2020-09-07T00:00:00+09:00,令和２年度中小企業サイバーセキュリティ対策支援体制構築事業（サイバーセキュリティお助け隊事業）（実証対象：千葉県）,44370700,情報処理推進機構,,2011101025379
2020-09-02T00:00:00+09:00,令和２年度中小企業サイバーセキュリティ対策支援体制構築事業（サイバーセキュリティお助け隊事業）（実証対象：岩手県）,44990000,情報処理推進機構,,2020001043507
2020-03-30T00:00:00+09:00,令和元年度補正予算事業承継トライアル実証事業,296538000,中小企業庁,,3010001076738
2020-08-06T00:00:00+09:00,令和２年度新興国等におけるエネルギー使用合理化等に資する事業（バルト三国の再生可能エネルギー大量導入促進及び欧州電力系統同期化に向けた需給調整能力確立に関する事業）,33697526,資源エネルギー庁,,3010001166927
2020-08-31T00:00:00+09:00,令和２年度燃料安定供給対策に関する調査事業（ＬＮＧ市場の柔軟性向上に向けた課題及び対応策に関する調査等）,24257328,資源エネルギー庁,,3010005018926
2020-08-12T00:00:00+09:00,令和２年度中小企業知財経営支援金融機能活用促進事業,150917335,特許庁,,3010401011971
2020-08-18T00:00:00+09:00,令和２年度エネルギー需給構造高度化対策に関する調査等事業（電力広域的運営推進機関のこれまでの活動内容に係る検証等に関する調査）,11242000,資源エネルギー庁,,3010401011971
2020-09-11T00:00:00+09:00,デジタルカラー複合機の賃貸借及び保守業務,3341976,情報処理推進機構,"株式会社ＪＥＣＣ",3010401026805
2020-09-08T00:00:00+09:00,令和２年度中小企業サイバーセキュリティ対策支援体制構築事業（サイバーセキュリティお助け隊事業）（実証対象：千葉県、埼玉県）,38577220,情報処理推進機構,,3010401026805
2020-09-04T00:00:00+09:00,令和２年度中小企業の情報セキュリティマネジメント指導業務,119741763,情報処理推進機構,,3010401026805
2020-08-05T00:00:00+09:00,令和２年度産業財産権制度問題調査研究「今後の国際出願手続のあり方に関する調査研究」一式,12994608,特許庁,,3010405010615
2020-09-23T00:00:00+09:00,２０２０年度産業サイバーセキュリティセンター中核人材育成プログラムの講習等実施業務（ビジネス・マネジメント分野）,29062000,情報処理推進機構,,3011105000996
2020-09-03T00:00:00+09:00,ＩＰＡシステム統合運用管理業務,249480000,情報処理推進機構,,3012301011291
2020-09-15T00:00:00+09:00,令和２年度中小企業サイバーセキュリティ対策支援体制構築事業（サイバーセキュリティお助け隊事業）（実証対象：福岡県、佐賀県、長崎県、熊本県、大分県、宮崎県）,44847000,情報処理推進機構,,3290001005603
2020-09-10T00:00:00+09:00,２０２０年度ペネトレーションテストによる独立行政法人等の情報システムに対するセキュリティ対策状況調査（その３）,7959600,情報処理推進機構,,4010001095076
2020-09-24T00:00:00+09:00,脆弱性診断業務,16830000,情報処理推進機構,,4010001095076
2020-08-18T00:00:00+09:00,令和２年度特許庁の情報発信業務改善に係る支援事業,119457371,特許庁,,4010401048922
2020-09-04T00:00:00+09:00,「日経クロステック　ＥＸＰＯ　２０２０」への出展,1870000,情報処理推進機構,,4010401060159
2020-09-03T00:00:00+09:00,「脅威インテリジェンスレポートサービス」の調達,11440000,情報処理推進機構,,4010401136545
2020-08-31T00:00:00+09:00,令和２年度原子力産業基盤強化事業委託費（一般産業用工業品の採用における安全性・信頼性を確保する手法の整備）,137483567,資源エネルギー庁,"日立ＧＥニュークリア・エナジー株式会社,三菱重工業株式会社,東芝エネルギーシステムズ株式会社",4010601031604
2020-08-31T00:00:00+09:00,令和２年度原子力産業基盤強化事業委託費（一般産業用工業品の採用における安全性・信頼性を確保する手法の整備）,137483567,資源エネルギー庁,"株式会社ＩＨＩ,三菱重工業株式会社,東芝エネルギーシステムズ株式会社",4050001024551
2020-09-15T00:00:00+09:00,２０２０年度独立行政法人等に対するマネジメント監査の実施支援及び助言業務（その７）,7480000,情報処理推進機構,,4140001010682
2020-05-29T00:00:00+09:00,２０２０年度版「中小企業施策利用ガイドブック」の印刷,4761900,中小企業庁,,5010001067883
2019-04-11T00:00:00+09:00,平成３１度下請取引状況調査に係る印刷及び封入・発送並びに調査回答入力作業を含む調査事業,108028171,中小企業庁,,5010001134287
