date_of_order,title,amount,government_departments,joint_signatures,corporate_number
2020-03-05T00:00:00+09:00,図書及び雑誌の購入,0,国立研究開発法人新エネルギー・産業技術総合開発機構,,2020001029308
2019-04-01T00:00:00+09:00,複写機の保守及び消耗品の供給（富士ゼロックス（株）　２８ＦＹ入札分）,0,経済産業省,,3010401026805
2019-04-01T00:00:00+09:00,複写機の保守及び消耗品の供給（富士ゼロックス（株）　３０ＦＹ入札分）,0,経済産業省,,3010401026805
2019-04-01T00:00:00+09:00,タクシー供給に関する請負契約,0,経済産業省,,4010001006660
2019-04-01T00:00:00+09:00,タクシー供給に関する請負契約,0,経済産業省,,6011205000092
2019-04-01T00:00:00+09:00,平成３１年度軽印刷単価請負契約,0,経済産業省,,2010702005137
2019-04-01T00:00:00+09:00,平成３１年度軽印刷単価請負契約,0,経済産業省,,4010001018292
2019-04-01T00:00:00+09:00,平成３１年度軽印刷単価請負契約,0,経済産業省,,6011101000106
2019-04-01T00:00:00+09:00,平成３１年度軽印刷単価請負契約,0,経済産業省,,5011101021565
2019-04-01T00:00:00+09:00,複写機の保守及び消耗品の供給（富士ゼロックス（株）　２８ＦＹ入札分　カラー）,0,経済産業省,,3010401026805
2019-04-01T00:00:00+09:00,タクシー供給に関する請負契約,0,経済産業省,,7013305000491
2019-04-01T00:00:00+09:00,平成３１年度軽印刷単価請負契約,0,経済産業省,,6013302012061
2019-04-01T00:00:00+09:00,タクシー供給に関する請負契約,0,経済産業省,,2011101023399
2019-04-01T00:00:00+09:00,複写機の保守及び消耗品の供給（富士ゼロックス（株）　２８ＦＹ入札分　コピーセンター）,0,経済産業省,,3010401026805
2020-04-01T00:00:00+09:00,令和２年度タクシー供給に関する請負契約,0,経済産業省,,4010001006660
2020-04-01T00:00:00+09:00,令和２年度タクシー供給に関する請負契約,0,経済産業省,,7013305000491
2020-05-01T00:00:00+09:00,令和２年度軽印刷単価請負契約,0,経済産業省,,4010001018292
2020-05-01T00:00:00+09:00,令和２年度軽印刷単価請負契約,0,経済産業省,,6011102009518
2020-05-01T00:00:00+09:00,令和２年度軽印刷単価請負契約,0,経済産業省,,6013302012061
2020-05-01T00:00:00+09:00,令和２年度軽印刷単価請負契約,0,経済産業省,,2010702005137
2020-05-01T00:00:00+09:00,令和２年度軽印刷単価請負契約,0,経済産業省,,5010401009816
2020-04-01T00:00:00+09:00,令和２年度タクシー供給に関する請負契約,0,経済産業省,,2011101023399
2020-04-01T00:00:00+09:00,コーポレートカードの使用に関する請負契約,0,資源エネルギー庁,,3010001034101
2020-04-01T00:00:00+09:00,令和２年度タクシー供給に関する請負契約,0,経済産業省,,2013305000538
2020-04-01T00:00:00+09:00,令和２年度タクシー供給に関する請負契約,0,経済産業省,,5010005001475
2020-04-01T00:00:00+09:00,会見全文速報及び４７行政ジャーナル,,経済産業省,,4010405008740
2020-04-01T00:00:00+09:00,令和２年度海外出張に伴うＷｉ－Ｆｉルータ－の借り上げ,,経済産業省,,1010001141543
2020-05-01T00:00:00+09:00,令和２年度軽印刷単価請負契約,0,経済産業省,,5011101021565
2020-05-01T00:00:00+09:00,令和２年度軽印刷単価請負契約,0,経済産業省,,6011101000106
2020-04-01T00:00:00+09:00,令和２年度後納郵便に係る単価契約,0,経済産業省,,1010001112577
2020-04-01T00:00:00+09:00,令和２年度タクシー供給に関する請負契約,0,経済産業省,,6011205000092
2020-04-01T00:00:00+09:00,令和２年度タクシーチケット供給業務請負契約,0,経済産業省,,8010701012863
2019-04-01T00:00:00+09:00,複写機の保守及び消耗品の供給（富士ゼロックス（株）　２８ＦＹ入札分　福島Ｇカラー）,0,経済産業省,,3010401026805
2019-04-01T00:00:00+09:00,複写機の保守及び消耗品の供給（富士ゼロックス（株）　２９ＦＹ入札分）,0,経済産業省,,3010401026805
2019-04-01T00:00:00+09:00,平成３１年度軽印刷単価請負契約,0,経済産業省,,5010401009816
2019-04-01T00:00:00+09:00,平成３１年度軽印刷単価請負契約,0,経済産業省,,6011102009518
2019-04-01T00:00:00+09:00,タクシーチケット業務請負契約,0,経済産業省,,8010701012863
2019-04-01T00:00:00+09:00,複写機の保守及び消耗品の供給（富士ゼロックス（株）　３０ＦＹ入札分　カラー）,0,経済産業省,,3010401026805
2019-04-01T00:00:00+09:00,タクシー供給に関する請負契約,0,経済産業省,,5010005001475
2020-04-01T00:00:00+09:00,令和２年度複写機（モノクロ・カラー）１４６台の保守及び消耗品の供給,0,経済産業省,,3010401026805
2017-04-03T00:00:00+09:00,一般乗用旅客自動車（ハイヤー）の供給業務に係る契約,,内閣法制局,株式会社日の丸リムジン,4011301003678
2018-09-11T00:00:00+09:00,地域における医療・介護の連携強化に関する調査研究一式（諸外国における健康・医療・介護分野のデータベースの現状調査）,,厚生労働省,,2010001113277
2017-08-09T00:00:00+09:00,平成２９年９月～平成３０年８月分ＰＰＣ用紙（再生紙）の調達,,中小企業基盤整備機構,,1010001012983
2016-04-01T00:00:00+09:00,タクシー供給に関する請負契約,0,経済産業省,,5010005001475
2016-04-01T00:00:00+09:00,平成２８年度軽印刷単価請負契約,0,経済産業省,,6011102009518
2014-04-01T00:00:00+09:00,平成２６年度タクシーの供給に関する請負契約,0,経済産業省,,3013305000462
2015-04-01T00:00:00+09:00,平成２７年度タクシーの供給に関する請負契約,0,経済産業省,,3013305000462
2015-04-01T00:00:00+09:00,平成２７年度タクシーの供給に関する請負契約,0,経済産業省,,7013305000491
2017-04-03T00:00:00+09:00,タクシー供給に関する請負契約,0,経済産業省,"大和自動車交通株式会社,国際自動車株式会社,帝都自動車交通株式会社",2011501015888
,通信料,,金融庁,,1010401056795
,通信料,,金融庁,,8011101028104
2017-04-03T00:00:00+09:00,タクシー供給に関する請負契約,0,経済産業省,"大和自動車交通株式会社,国際自動車株式会社,日本交通株式会社",1010601027134
2017-04-03T00:00:00+09:00,タクシーチケット供給業務請負契約,0,経済産業省,,7120001044176
,「後納郵便料」,,外務省,,1010001112577
2017-06-23T00:00:00+09:00,福井県の高度化資金債権管理回収業務の外部委託,,中小企業基盤整備機構,エム・ユー・フロンティア債権回収㈱,4000020180009
2017-06-23T00:00:00+09:00,「平成２９年度　中小企業倒産防止共済契約申込書（様式中１０１）、掛金預金口座振替申出書（様式中１０４）、重要事項確認書」作成　請負,,中小企業基盤整備機構,,7370001002729
2017-04-03T00:00:00+09:00,一般乗用旅客自動車（タクシー）の供給業務に係る契約,,内閣法制局,"東京無線協同組合,チェッカーキャブ無線協同組合,東都タクシー無線協同組合",4010001006660
2016-04-01T00:00:00+09:00,タクシーの借上げ,,公正取引委員会,,2013305000538
2015-04-01T00:00:00+09:00,タクシーの借上げ,,公正取引委員会,,2013305000538
2015-04-01T00:00:00+09:00,タクシーの借上げ,,公正取引委員会,,3011105004428
2016-04-01T00:00:00+09:00,平成２８年度定期刊行物の購入（単価契約）,,公正取引委員会,,7010001016830
2015-04-01T00:00:00+09:00,平成２７年度自動車燃料油供給業務及びその他の請負業務,,公正取引委員会,,9430001037048
2013-04-01T00:00:00+09:00,平成２５年度タクシーチケット供給業務請負契約,0,経済産業省,,8010601027383
2019-04-09T00:00:00+09:00,平成３１年度一般廃棄物処理業等ＰＲＴＲ届出データ電子化等業務,,環境省,,9011005001123
2017-04-03T00:00:00+09:00,タクシーの供給契約　一式,,国税庁,,1010601027134
2017-04-03T00:00:00+09:00,タクシーの供給契約　一式,,国税庁,,5011501015893
2017-04-03T00:00:00+09:00,タクシーの供給契約　一式,,国税庁,,8010801018901
2017-04-03T00:00:00+09:00,タクシー供給に関する請負契約,0,経済産業省,,4010001006660
2017-04-03T00:00:00+09:00,タクシー供給に関する請負契約,0,経済産業省,,5010005001475
2013-07-05T00:00:00+09:00,複写機４台の保守及び消耗品の供給契約,,経済産業省,,5010401008297
2015-04-01T00:00:00+09:00,「タクシーチケット供給」業務委嘱,,外務省,,8010601027383
2017-04-03T00:00:00+09:00,一般乗用旅客自動車（タクシー）の供給業務に係る契約,,内閣法制局,"東京無線協同組合,チェッカーキャブ無線協同組合,日の丸自動車株式会社",7013305000491
,電話料,,国税庁,,4010001068016
,電話料,,国税庁,,8011101028104
2015-04-01T00:00:00+09:00,平成２７年度タクシーの供給に関する請負契約,0,経済産業省,,5010005001475
2017-06-28T00:00:00+09:00,山口県の高度化資金債権管理回収業務の外部委託（１）,,中小企業基盤整備機構,㈱山田債権回収管理総合事務所,2000020350001
2017-08-07T00:00:00+09:00,滋賀県の高度化資金債権管理回収業務の外部委託,,中小企業基盤整備機構,滋賀県,2011201006320
2017-08-07T00:00:00+09:00,滋賀県の高度化資金債権管理回収業務の外部委託,,中小企業基盤整備機構,エム・ユー・フロンティア債権回収㈱,7000020250007
2019-04-01T00:00:00+09:00,平成３１年度高知地方合同庁舎機械設備等日常保守管理業務,0,農林水産省,,9490001000792
,通信料,,金融庁,,1010001067912
2015-05-12T00:00:00+09:00,下水道分野におけるアセットマネジメントの導入のための人材育成業務,,国土交通省,,2011105003406
2014-04-01T00:00:00+09:00,平成２６年度タクシーの供給に関する請負契約,0,経済産業省,,2013305000538
,通信料（モバイルカード）,,金融庁,,1010401056795
2017-06-30T00:00:00+09:00,「租税関係法規集」の刷成のべ１１１，８９７部,0,国税庁,,7010501016231
2016-10-25T00:00:00+09:00,電力供給契約,,法務省,,2010701022133
2013-04-01T00:00:00+09:00,タクシー供給　一式,,経済産業省,,2011101023399
2016-04-01T00:00:00+09:00,平成２８年度軽印刷単価請負契約,0,経済産業省,,4010001018292
2016-04-01T00:00:00+09:00,タクシーチケット供給業務請負契約,0,経済産業省,,8010601027383
2016-04-01T00:00:00+09:00,「タクシーチケット供給」業務委嘱,,外務省,,8010601027383
2017-04-03T00:00:00+09:00,タクシーチケット供給業務請負契約,0,経済産業省,,9010001027685
2014-04-01T00:00:00+09:00,タクシー供給　一式,,経済産業省,,4010001006660
2017-04-03T00:00:00+09:00,平成２９年度通訳業務,0,経済産業省,,9010001027685
2016-04-01T00:00:00+09:00,タクシーの借上げ,,公正取引委員会,,3011105004428
2016-04-01T00:00:00+09:00,タクシーの借上げ,,公正取引委員会,,4010001006660
2016-04-01T00:00:00+09:00,タクシーの借上げ,,公正取引委員会,,7013305000491
2018-07-25T00:00:00+09:00,経済産業省基盤システムＰＣ修理,0,経済産業省,日本電気株式会社,2010001033475
2017-04-03T00:00:00+09:00,タクシーの供給契約　一式,,国税庁,,5010005001475
2016-04-01T00:00:00+09:00,自動車運行管理業務の委託（平成２８年４月分）,,公正取引委員会,,6013201005380
2014-04-01T00:00:00+09:00,平成２６年度タクシーの供給に関する請負契約,0,経済産業省,,4010001006660
2014-04-01T00:00:00+09:00,タクシー供給　一式,,経済産業省,,2013305000538
2019-09-18T00:00:00+09:00,ＮＥＤＯ先導研究プログラムエネルギー・環境新技術先導研究プログラムＭＷ級航空機電気モータ給電システムの技術開発,0,国立研究開発法人新エネルギー・産業技術総合開発機構,,9020001071492
2018-04-02T00:00:00+09:00,平成３０年度軽印刷単価請負契約,0,経済産業省,,5011101021565
2017-04-03T00:00:00+09:00,「複写機・複合機の保守」業務委嘱,0,外務省,,3010401026805
2017-04-03T00:00:00+09:00,「複写機・複合機の保守」業務委嘱,0,外務省,,2010801012579
2017-04-03T00:00:00+09:00,タクシーの供給契約　一式,,国税庁,,2013305000538
2015-04-01T00:00:00+09:00,タクシーの借上げ,,公正取引委員会,,1010001129530
2015-04-10T00:00:00+09:00,平成２７年度一般定期健康診断，特別定期健康診断，眼精疲労検査及び新規採用者健康診断業務の実施に係る業務委託（単価契約）,,公正取引委員会,,9020005001743
2015-04-01T00:00:00+09:00,平成２７年度タクシーチケット供給業務請負契約,0,経済産業省,,8010601027383
2017-06-23T00:00:00+09:00,福井県の高度化資金債権管理回収業務の外部委託,,中小企業基盤整備機構,福井県,2011201006320
