1,1010001003719,01,1,2024-03-07,2015-10-05,"尚伸株式会社",,301,"東京都","千代田区","神田淡路町２丁目１０１番地",,13,101,1010063,,,,,,,2015-10-05,1,,,,,"ショウシン",0
2,1010001100887,12,0,2024-03-07,2024-03-05,"株式会社ゲット総合企画",,301,"東京都","千代田区","神田錦町１丁目４番地８ブロケードビル５階Ｂ",,13,101,1010054,,,,,,,2015-10-05,1,,,,,"ゲットソウゴウキカク",0
3,1010001145379,01,1,2024-03-07,2015-10-05,"株式会社玉鐵",,301,"東京都","中央区","日本橋人形町１丁目１７番１０号",,13,102,1030013,,,,,,,2015-10-05,1,,,,,"タマテツ",0
4,1010001161079,01,1,2024-03-07,2015-10-05,"株式会社ＫＹＳ",,301,"東京都","文京区","本郷６丁目１５番４号",,13,105,1130033,,,,,,,2015-10-05,1,,,,,"ケーワイエス",0
5,1010001185243,12,0,2024-03-07,2024-03-05,"不動産屋名鑑株式会社",,301,"東京都","渋谷区","道玄坂１丁目１０番８号渋谷道玄坂東急ビル２Ｆ－Ｃ",,13,113,1500043,,,,,,,2017-07-28,1,,,,,"フドウサンヤメイカン",0
6,1010001185929,21,0,2024-03-07,2024-03-01,"サンアグスティンリーシング株式会社",,301,"東京都","千代田区","丸の内１丁目３番２号",,13,101,1000005,,,2024-03-01,01,,,2017-08-29,1,,,,,"サンアグスティンリーシング",0
7,1010001211230,12,0,2024-03-07,2024-03-05,"株式会社エンリケスタイル",,301,"宮城県","仙台市宮城野区","福室２丁目８番１７",,04,102,9830005,,,,,,,2020-07-29,1,,,,,"エンリケスタイル",0
8,1010001221832,12,0,2024-03-07,2024-03-01,"株式会社ＲＳコンサルティング",,301,"東京都","中央区","銀座１丁目２２－１１銀座大竹ビジデンス２Ｆ",,13,102,1040061,,,,,,,2021-10-18,1,,,,,"アールエスコンサルティング",0
9,1010001242647,01,0,2024-03-07,2024-03-07,"非凡日本株式会社",,301,"東京都","千代田区","神田淡路町１丁目９番５号天翔ビルディング御茶ノ水３０４",,13,101,1010063,,,,,,,2024-03-07,1,,,,,"ヒボンニホン",0
10,1010001242770,01,0,2024-03-07,2024-03-07,"スチールエンジホールディングス株式会社",,301,"東京都","中央区","八丁堀２丁目２１番６号",,13,102,1040032,,,,,,,2024-03-07,1,,,,,"スチールエンジホールディングス",0
11,1010001242837,01,0,2024-03-07,2024-03-07,"株式会社リオ・アパートメントサービス",,301,"東京都","千代田区","永田町２丁目１２番４号",,13,101,1000014,,,,,,,2024-03-07,1,,,,,"リオアパートメントサービス",0
12,1010003043119,01,0,2024-03-07,2024-03-07,"椿キャピタル合同会社",,305,"東京都","中央区","日本橋人形町１丁目１番２３－４０１号",,13,102,1030013,,,,,,,2024-03-07,1,,,,,"ツバキキャピタル",0
13,1010101016034,01,0,2024-03-07,2024-03-07,"株式会社ワンストップ",,301,"東京都","八王子市","石川町２４４８番地４",,13,201,1920032,,,,,,,2024-03-07,1,,,,,"ワンストップ",0
14,1010401024678,21,0,2024-03-07,2024-03-01,"株式会社ビー・アイ・ディー",,301,"東京都","大田区","昭和島１丁目６番３１号",,13,111,1430004,,,2024-03-01,11,7010401017511,"令和６年３月１日東京都大田区昭和島一丁目６番３１号大洋印刷株式会社（7010401017511）に合併し解散",2015-10-05,1,,,,,"ビーアイディー",0
15,1010401074590,12,0,2024-03-07,2024-03-05,"株式会社オーシャントラスト",,301,"千葉県","浦安市","入船６丁目１番７１５号",,12,227,2790012,,,,,,,2015-10-05,1,,,,,"オーシャントラスト",0
16,1010401139088,21,0,2024-03-07,2024-03-04,"株式会社福祉住環境整備センター",,301,"東京都","港区","浜松町２丁目２番１５号浜松町ダイヤビル２Ｆ",,13,103,1050013,,,2024-03-04,01,,,2018-06-22,1,,,,,"フクシジュウカンキョウセイビセンター",0
17,1010401158567,21,0,2024-03-07,2024-03-04,"株式会社ＣｉＲＣｕＳ",,301,"東京都","港区","北青山２丁目５番１号",,13,103,1070061,,,2024-03-04,01,,,2021-03-04,1,,,,,"サーカス",0
18,1010401163518,11,0,2024-03-07,2024-02-08,"株式会社ビューティフルピース",,301,"東京都","港区","南青山７丁目１０番６－１２０１号",,13,103,1070062,,,,,,,2021-10-29,1,,,,,"ビューティフルピース",0
19,1010401180819,01,0,2024-03-07,2024-03-07,"株式会社ＭＩＲＡＩＳＥ　ＧＬＯＢＡＬ",,301,"東京都","港区","赤坂３丁目１番地１６号ＢＩビル７Ｆ",,13,103,1070052,,,,,,,2024-03-07,1,,,,,"ミライズグローバル",0
20,1010401180876,01,0,2024-03-07,2024-03-07,"ＲＩＣＨ　ＰＲＯＳＰＥＣＴＩＶＥ　ＪＡＰＡＮ株式会社",,301,"東京都","港区","赤坂９丁目７番１号",,13,103,1070052,,,,,,,2024-03-07,1,,,,,"リッチプロスペクティブジャパン",0
21,1010401180884,01,0,2024-03-07,2024-03-07,"Ｂｉｚａｃｃ　Ｐａｒｔｎｅｒｓ株式会社",,301,"東京都","港区","南青山３丁目１番３６号青山丸竹ビル６Ｆ",,13,103,1070062,,,,,,,2024-03-07,1,,,,,"ビザックパートナーズ",0
22,1010402006956,12,0,2024-03-07,2024-03-05,"新橋食品加工有限会社",,302,"東京都","大田区","田園調布２丁目１３番５号",,13,111,1450071,,,,,,,2015-10-05,1,,,,,"シンバシショクヒンカコウ",0
23,1010403021525,21,0,2024-03-07,2024-03-01,"合同会社ｅｎｊｏｙ",,305,"東京都","港区","六本木３丁目３番２８－３０２号",,13,103,1060032,,,2024-03-01,01,,,2019-09-30,1,,,,,"エンジョイ",0
24,1010403027712,21,0,2024-03-07,2024-03-04,"柏合同会社",,305,"東京都","港区","西新橋１丁目１番１号ＥＰコンサルティングサービス内",,13,103,1050003,,,2024-03-04,01,,,2022-05-24,1,,,,,"カシワ",0
25,1010403032076,01,0,2024-03-07,2024-03-07,"クリエイティブゾーン合同会社",,305,"東京都","港区","南青山２丁目２番１５号",,13,103,1070062,,,,,,,2024-03-07,1,,,,,"クリエイティブゾーン",0
26,1010405014329,01,1,2024-03-07,2015-11-20,"一般社団法人タイムマップ",,399,"東京都","港区","南青山４丁目１７番４９号",,13,103,1070062,,,,,,,2015-11-20,0,,,,,,0
27,1010405014329,12,1,2024-03-07,2018-06-12,"一般社団法人タイムマップ",,399,"東京都","千代田区","神田神保町２丁目２３番地２",,13,101,1010051,,,,,,,2015-11-20,1,,,,,,0
28,1010501031228,12,0,2024-03-07,2024-03-05,"株式会社ＨＯＮＤＡ　ＴＲＵＳＴ",,301,"東京都","江戸川区","東小岩６丁目２８番５号",,13,123,1330052,,,,,,,2015-10-05,1,,,,,"ホンダトラスト",0
29,1010601022399,11,0,2024-03-07,2024-03-01,"Ｌマネジメント株式会社",,301,"東京都","中央区","京橋２丁目９番２号",,13,102,1040031,,,,,,,2015-10-05,1,,"Tokyo","2-9-2, Kyobashi, Chuo ku",,"エルマネジメント",0
30,1010601049797,01,1,2024-03-07,2016-05-31,"株式会社ＺＷＥＩＳＰＡＣＥ　ＪＡＰＡＮ",,301,"東京都","江東区","亀戸１丁目４３番９－３１６号",,13,108,1360071,,,,,,,2016-05-31,0,,,,,"ツバイスペースジャパン",0
31,1010601049797,12,1,2024-03-07,2017-05-22,"株式会社ＺＷＥＩＳＰＡＣＥ　ＪＡＰＡＮ",,301,"東京都","千代田区","隼町２－１０、２１０半蔵門ビル８階",,13,101,1020092,,,,,,,2016-05-31,0,,,,,"ツバイスペースジャパン",0
32,1010601049797,12,0,2024-03-07,2024-03-05,"株式会社ＺＷＥＩＳＰＡＣＥ　ＪＡＰＡＮ",,301,"東京都","渋谷区","道玄坂１丁目１０番８号渋谷道玄坂東急ビル２Ｆ－Ｃ",,13,113,1500043,,,,,,,2016-05-31,1,,,,,"ツバイスペースジャパン",0
33,1010601064763,01,0,2024-03-07,2024-03-07,"株式会社ＪＤＨ",,301,"東京都","墨田区","京島１丁目６番６－２７０７号",,13,107,1310046,,,,,,,2024-03-07,1,,,,,"ジェイディーエイチ",0
34,1010603010690,01,0,2024-03-07,2024-03-07,"アキレス合同会社",,305,"東京都","墨田区","吾妻橋３丁目１番４－８０１号",,13,107,1300001,,,,,,,2024-03-07,1,,,,,"アキレス",0
35,1010701002689,01,1,2024-03-07,2015-10-05,"旭光電機工業株式会社",,301,"東京都","品川区","南品川４丁目５番１１号",,13,109,1400004,,,,,,,2015-10-05,1,,,,,"キョッコウデンキコウギョウ",0
36,1010701037669,12,0,2024-03-07,2024-03-01,"ＣｏｗＴｅｃｈ株式会社",,301,"千葉県","野田市","山崎２６４１番地東京理科大学内１０号館",,12,208,2780022,,,,,,,2019-06-03,1,,,,,"カウテック",0
37,1010701045647,01,0,2024-03-07,2024-03-07,"株式会社ＡＴＥＧＯ",,301,"東京都","品川区","戸越５丁目８番１０－２０７号",,13,109,1420041,,,,,,,2024-03-07,1,,,,,"アテゴ",0
38,1010702003067,01,1,2024-03-07,2015-10-05,"有限会社五反田ビヤホール",,302,"東京都","品川区","東五反田１丁目１４番１２号",,13,109,1410022,,,,,,,2015-10-05,1,,,,,"ゴタンダビヤホール",0
39,1010801034302,12,0,2024-03-07,2024-03-04,"株式会社ソウアンリープ",,301,"東京都","大田区","東矢口３丁目３番６号",,13,111,1460094,,,,,,,2023-09-05,1,,,,,"ソウアンリープ",0
40,1010802008016,01,1,2024-03-07,2015-10-05,"有限会社石翔企画",,302,"東京都","大田区","仲六郷２丁目１９番３号",,13,111,1440055,,,,,,,2015-10-05,1,,,,,"セキショウキカク",0
41,1010803004872,01,0,2024-03-07,2024-03-07,"合同会社Ｃｌｅｖｅｒ",,305,"東京都","大田区","蒲田５丁目２０番３号",,13,111,1440052,,,,,,,2024-03-07,1,,,,,"クレバー",0
42,1010901008619,11,0,2024-03-07,2024-03-04,"イメリスジャパン株式会社",,301,"東京都","品川区","東品川４丁目１２番１号品川シーサイドサウスタワー",,13,109,1400002,,,,,,,2015-10-05,1,,,,,"イメリスジャパン",0
43,1010901019962,12,0,2024-03-07,2024-03-05,"株式会社ジーテック",,301,"東京都","調布市","上石原３丁目１５－１１センチュリー上石原１０",,13,208,1820035,,,,,,,2015-10-05,1,,,,,"ジーテック",0
44,1011001033152,01,1,2024-03-07,2015-10-05,"株式会社オフィスＭ・Ａ",,301,"東京都","渋谷区","本町３丁目３１番３－１５０１号",,13,113,1510071,,,,,,,2015-10-05,1,,,,,"オフィスエムエー",0
45,1011001044769,11,0,2024-03-07,2024-03-05,"株式会社イーストキャピタルパートナーズ",,301,"東京都","新宿区","西新宿５丁目２４番１６号",,13,104,1600023,,,,,,,2015-10-05,1,,,,,"イーストキャピタルパートナーズ",0
46,1011001093642,12,0,2024-03-07,2024-03-05,"株式会社ＡＲＲＯＷＳ",,301,"東京都","港区","西新橋１丁目１番１号日比谷フォートタワー",,13,103,1050003,,,,,,,2015-10-05,1,,,,,"アローズ",0
47,1011001110439,12,0,2024-03-07,2024-03-05,"株式会社ＮＡＶＹ",,301,"東京都","港区","南麻布４丁目４－１０グランスイート広尾４０２",,13,103,1060047,,,,,,,2016-04-14,1,,,,,"ネイビー",0
48,1011001149816,11,0,2024-03-07,2024-02-29,"やおよろず株式会社",,301,"東京都","渋谷区","代々木５丁目５番６号",,13,113,1510053,,,,,,,2022-09-20,1,,,,,"ヤオヨロズ",0
49,1011001158767,01,1,2024-03-07,2023-12-13,"株式会社ＴＩＭ",,301,"東京都","目黒区","中目黒４丁目５番７号１０１",,13,110,1530061,,,,,,,2023-12-13,0,,,,,"ティーアイエム",0
50,1011001158767,12,0,2024-03-07,2024-03-05,"株式会社ＴＩＭ",,301,"東京都","新宿区","山吹町３３７番地エスエイビル３階",,13,104,1620801,,,,,,,2023-12-13,1,,,,,"ティーアイエム",0
