1,1010001042535,12,0,2023-07-24,2023-07-10,"株式会社クロマニヨン",,301,"東京都","千代田区","富士見２丁目１２番１６号",,13,101,1020071,,,,,,,2015-10-05,1,,,,,,0
2,1010001051949,71,0,2023-07-24,2023-07-03,"東洋ビーネット株式会社",,301,"東京都","中央区","京橋２丁目２番１号",,13,102,1040031,,,,,,"令和５年７月１日東京都中央区京橋二丁目２番１号東洋ＳＣトレーディング株式会社（1010001140925）を合併",2015-10-05,1,,,,,"トウヨウビーネット",0
3,1010001101860,12,0,2023-07-24,2023-07-10,"株式会社ＳＣプランニング",,301,"東京都","千代田区","九段南１丁目５番６号りそな九段ビル５ＦＫＳフロア",,13,101,1020074,,,,,,,2015-10-05,1,,,,,"エスシープランニング",0
4,1010001140925,21,0,2023-07-24,2023-07-03,"東洋ＳＣトレーディング株式会社",,301,"東京都","中央区","京橋２丁目２番１号",,13,102,1040031,,,2023-07-03,11,1010001051949,"令和５年７月１日東京都中央区京橋二丁目２番１号東洋ビーネット株式会社（1010001051949）に合併し解散",2015-10-05,1,,,,,"トウヨウエスシートレーディング",0
5,1010001172349,01,1,2023-07-24,2015-12-17,"メイツ合人社コミュニティ株式会社",,301,"東京都","中央区","日本橋室町４丁目１番５号",,13,102,1030022,,,,,,,2015-12-17,1,,,,,"メイツゴウジンシャコミュニティ",0
6,1010001174460,12,0,2023-07-24,2023-07-18,"なごやかケアリンク株式会社",,301,"東京都","港区","芝４丁目１番２３号",,13,103,1080014,,,,,,,2016-03-23,1,,,,,"ナゴヤカケアリンク",0
7,1010001177645,12,0,2023-07-24,2023-07-19,"株式会社Ｓｙｎａｍｏｎ",,301,"東京都","港区","芝大門１丁目３番１０号",,13,103,1050012,,,,,,,2016-08-16,1,,,,,"シナモン",0
8,1010001215149,21,0,2023-07-24,2023-07-07,"レッドコンパス株式会社",,301,"東京都","千代田区","大手町１丁目６番１号大手町ビル４階（ＦＩＮＯＬＡＢ内）",,13,101,1000004,,,2023-07-07,01,,,2021-01-20,1,,,,,"レッドコンパス",0
9,1010001222995,12,0,2023-07-24,2023-07-20,"株式会社暁ＮＥＸＴ",,301,"東京都","板橋区","清水町３６番１号",,13,119,1740053,,,,,,,2021-12-06,1,,,,,"アカツキネクスト",0
10,1010001226699,12,0,2023-07-24,2023-07-20,"クロスロードパートナーズ株式会社",,301,"東京都","渋谷区","渋谷２丁目１９－１５宮益坂ビルディング６０９",,13,113,1500002,,,,,,,2022-05-19,1,,,,,"クロスロードパートナーズ",0
11,1010001228654,12,0,2023-07-24,2023-07-10,"株式会社クレッターン",,301,"東京都","千代田区","神田須田町１丁目１４番１号ヒューリック神田須田町ビル３階",,13,101,1010041,,,,,,,2022-08-09,1,,,,,"クレッターン",0
12,1010001230387,12,0,2023-07-24,2023-07-07,"株式会社ＣＰＡ‐Ｌ",,301,"東京都","中央区","日本橋堀留町１丁目３番１６－９０５",,13,102,1030012,,,,,,,2022-10-25,1,,,,,"シピエーエル",0
13,1010001231807,12,0,2023-07-24,2023-07-19,"エーステクノロジー株式会社",,301,"東京都","港区","港南２丁目１６番２号太陽生命ビル２８Ｆ",,13,103,1080075,,,,,,,2022-12-27,1,,,,,"エーステクノロジー",0
14,1010001236780,01,0,2023-07-24,2023-07-24,"江宇株式会社",,301,"東京都","千代田区","外神田５丁目２番３号アソルティビル６Ｆ",,13,101,1010021,,,,,,,2023-07-24,1,,,,,"コウウ",0
15,1010001237003,01,0,2023-07-24,2023-07-24,"ＷＴＣ日本株式会社",,301,"東京都","中央区","銀座３丁目１０番９号ＫＥＣ銀座ビル８階",,13,102,1040061,,,,,,,2023-07-24,1,,,,,"ダブリューティーシーニホン",0
16,1010001237077,01,0,2023-07-24,2023-07-24,"ＰＴＣＪ‐４ホールディングス株式会社",,301,"東京都","千代田区","丸の内１丁目９番１号",,13,101,1000005,,,,,,,2023-07-24,1,,,,,"ピーティーシージェイフォーホールディングス",0
17,1010003024969,21,0,2023-07-24,2023-07-03,"Ｓ．Ｔ．ＡＳＳＥＴ合同会社",,305,"沖縄県","那覇市","首里寒川町１丁目５番地２シャールレーク首里城公園４号棟２０４",,47,201,9030826,,,2023-07-03,11,4010003023407,"令和５年７月１日沖縄県那覇市首里寒川町一丁目５番地２シャールレーク首里城公園４号棟２０４Ｅ．Ｔ．ＡＳＳＥＴ合同会社（4010003023407）に合併し解散",2017-03-07,1,,,,,"エスティーアセット",0
18,1010003032113,12,0,2023-07-24,2023-07-11,"合同会社ルーフ",,305,"大阪府","大阪市西区","新町１丁目５番７号",,27,106,5500013,,,,,,,2020-04-22,1,,,,,"ルーフ",0
19,1010003041171,01,0,2023-07-24,2023-07-24,"ＳＪＥ合同会社",,305,"東京都","中央区","銀座１丁目１２番４号Ｎ＆Ｅ・ＢＬＤ．６Ｆ",,13,102,1040061,,,,,,,2023-07-24,1,,,,,"エスジェイイー",0
20,1010401048330,01,1,2023-07-24,2015-10-05,"正和ライフサービス株式会社",,301,"東京都","港区","芝大門１丁目１２番１５号",,13,103,1050012,,,,,,,2015-10-05,1,,,,,"セイワライフ",0
21,1010401079854,12,0,2023-07-24,2023-07-20,"ＥＮＥＯＳマテリアルトレーディング株式会社",,301,"東京都","港区","東新橋１丁目５番２号",,13,103,1050021,,,,,,,2015-10-05,1,"ENEOS Materials Trading Co., Ltd.",,,,"エネオスマテリアルトレーディング",0
