1,1010001198261,12,0,2024-03-21,2024-03-15,"ＴＡＫＵＭＩＮＯホールディングス株式会社",,301,"東京都","千代田区","霞が関３丁目２番５号霞が関ビルディング",,13,101,1000013,,,,,,,2019-02-07,1,,,,,"タクミノホールディングス",0
2,1010001213334,12,0,2024-03-21,2024-03-08,"株式会社ＮＩ　Ｔｅｃｈｎｏｌｏｇｉｅｓ",,301,"東京都","江東区","豊洲６丁目４番３４号",,13,108,1350061,,,,,,,2020-10-28,1,,,,,"エヌアイテクノロジーズ",0
3,1010001215421,12,0,2024-03-21,2024-03-11,"株式会社ＳＡＬＵＳ",,301,"茨城県","取手市","中原町１３－１７",,08,217,3020016,,,,,,,2021-01-29,1,,,,,"サルース",0
4,1010001237894,12,0,2024-03-21,2024-03-18,"株式会社Ｗｅｌｌｍｅｉ",,301,"東京都","豊島区","巣鴨２丁目２－５クリオネコート４０４号室",,13,116,1700002,,,,,,,2023-08-24,1,,,,,"ウェルメイ",0
5,1010001243100,01,0,2024-03-21,2024-03-21,"ＨＫＣ商事株式会社",,301,"東京都","千代田区","外神田２丁目１３番５号ＭＩＮＴＲＯＮ秋葉原ビル６階",,13,101,1010021,,,,,,,2024-03-21,1,,,,,"エイチケーシーショウジ",0
6,1010001243174,01,0,2024-03-21,2024-03-21,"株式会社東京シェアオフィス",,301,"東京都","千代田区","神田錦町３丁目７－２",,13,101,1010054,,,,,,,2024-03-21,1,,,,,"トウキョウシェアオフィス",0
7,1010001243240,01,0,2024-03-21,2024-03-21,"株式会社アドニセンス",,301,"東京都","千代田区","九段北１丁目３番１号",,13,101,1020073,,,,,,,2024-03-21,1,,,,,"アドニセンス",0
8,1010001243249,01,0,2024-03-21,2024-03-21,"株式会社ＨＡエネルギーシステム",,301,"東京都","中央区","勝どき２丁目１０番１６号マンション勝どき５１０",,13,102,1040054,,,,,,,2024-03-21,1,,,,,"エイチエーエネルギーシステム",0
9,1010001243298,01,0,2024-03-21,2024-03-21,"株式会社ＩＧＮＩＸ",,301,"東京都","中央区","銀座１丁目２２番１１号銀座大竹ビジデンス２Ｆ",,13,102,1040061,,,,,,,2024-03-21,1,,,,,"イグニクス",0
10,1010003022122,12,0,2024-03-21,2024-03-13,"合同会社スーパートラスト３",,305,"東京都","千代田区","大手町１丁目５番１号",,13,101,1000004,,,,,,,2015-10-05,1,,,,,"スーパートラストサン",0
