1,1010001035373,01,1,2026-01-28,2015-10-05,"アイネット株式会社",,301,"東京都","中央区","日本橋蛎殻町１丁目１番９号",,13,102,1030014,,,,,,,2015-10-05,1,,,,,"アイネット",0
2,1010001214828,21,0,2026-01-28,2025-12-26,"株式会社サイテックス",,301,"東京都","中央区","築地２丁目２番８号",,13,102,1040045,,,2025-12-26,01,,,2021-01-06,1,,,,,"サイテックス",0
3,1010001244131,21,0,2026-01-28,2025-12-26,"株式会社Ｆｕｔｕｒｅ　Ｖｉｓｉｏｎ",,301,"東京都","千代田区","神田岩本町１番地１４ＫＤＸ秋葉原ビル６階",,13,101,1010033,,,2025-12-26,01,,,2024-04-23,1,,,,,"フューチャーヴィジョン",0
4,1010001245575,12,0,2026-01-28,2026-01-23,"株式会社ファンハイブ",,301,"群馬県","高崎市","白銀町９番地白銀ビル３Ｆ",,10,202,3700825,,,,,,,2024-06-10,1,,,,,"ファンハイブ",0
5,1010001260252,12,0,2026-01-28,2026-01-06,"サンウェイトラスト株式会社",,301,"東京都","千代田区","神田岩本町１番地ＢｉｚＦｅｅｌＡＫＩＨＡＢＡＲＡ９階",,13,101,1010033,,,,,,,2025-11-12,1,,,,,"サンウェイトラスト",0
6,1010001262216,01,0,2026-01-28,2026-01-28,"株式会社ＩｎｆｏＢａｓｅ",,301,"東京都","中央区","銀座１丁目１２－４Ｎ＆ＥＢＬＤ．７階",,13,102,1040061,,,,,,,2026-01-28,1,,,,,"インフォベース",0
7,1010001262315,01,0,2026-01-28,2026-01-28,"株式会社りんごあめ",,301,"東京都","千代田区","富士見２丁目７番２号",,13,101,1020071,,,,,,,2026-01-28,1,,,,,"リンゴアメ",0
8,1010001262348,01,0,2026-01-28,2026-01-28,"ＳＭＣ０４０３株式会社",,301,"東京都","千代田区","丸の内１丁目１番２号株式会社ＳＭＢＣキャピタル・パートナーズ内",,13,101,1000005,,,,,,,2026-01-28,1,,,,,"エスエムシーゼロフォーゼロスリー",0
9,1010001262356,01,0,2026-01-28,2026-01-28,"株式会社ＮＥＸＡＳ　Ｉｎｎｏｖａｔｉｏｎ",,301,"東京都","千代田区","飯田橋２丁目９番３号サンネット飯田橋第２ビル４階",,13,101,1020072,,,,,,,2026-01-28,1,,,,,"ネクサスイノベーション",0
10,1010001262380,01,0,2026-01-28,2026-01-28,"ＧｒｅｅｎＢｅｅ　Ｅｎｅｒｇｙ株式会社",,301,"東京都","中央区","新川２丁目３番１号",,13,102,1040033,,,,,,,2026-01-28,1,,,,,"グリーンビーエナジー",0
11,1010003018780,11,0,2026-01-28,2025-12-26,"株式会社エイティ",,301,"東京都","渋谷区","渋谷２丁目１番１１号税理士法人アイ・タックス内",,13,113,1500002,,,,,,,2015-10-05,1,,,,,"エイティ",0
12,1010003028409,12,0,2026-01-28,2026-01-16,"グロースチーム合同会社",,305,"東京都","中央区","銀座１丁目１２番４号Ｎ＆ＥＢＬＤ．６Ｆ",,13,102,1040061,,,,,,,2018-10-04,1,,,,,"グロースチーム",0
13,1010003049982,01,0,2026-01-28,2026-01-28,"合同会社ＣＯＴＯＮｏｖａ",,305,"東京都","中央区","月島３丁目８－８",,13,102,1040052,,,,,,,2026-01-28,1,,,,,"コトノヴァ",0
14,1010003050164,01,0,2026-01-28,2026-01-28,"Ｓｏｌｓｔｉｃｅ　Ｏｎｅ合同会社",,305,"東京都","文京区","千石１丁目２０番１８号ハーモニーテラス千石１０２",,13,105,1120011,,,,,,,2026-01-28,1,,,,,"ソルスティスワン",0
15,1010003050172,01,0,2026-01-28,2026-01-28,"合同会社上田国分蓄電所",,305,"東京都","中央区","京橋２丁目５番２号Ａ・Ｍ京橋ビル８０３",,13,102,1040031,,,,,,,2026-01-28,1,,,,,"ウエダコクブチクデンショ",0
16,1010005041285,01,0,2026-01-28,2026-01-28,"一般社団法人Ｊａｐａｎ　ＦＵＤＯ　Ｃｕｌｔｕｒｅ　Ｉｎｓｔｉｔｕｔｅ",,399,"東京都","千代田区","九段北１丁目１５番９号",,13,101,1020073,,,,,,,2026-01-28,1,,,,,"ジャパンフウドカルチャーインスティテュート",0
17,1010102005275,01,1,2026-01-28,2015-10-05,"有限会社ニューポート",,302,"東京都","八王子市","片倉町２５７番地",,13,201,1920914,,,,,,,2015-10-05,1,,,,,"ニューポート",0
18,1010103001950,21,0,2026-01-28,2025-12-26,"合同会社ＫＮＴ",,305,"東京都","八王子市","別所１丁目５３番地２・３－８０２",,13,201,1920363,,,2025-12-26,01,,,2022-07-13,1,,,,,"ケーエヌティー",0
19,1010105002360,01,0,2026-01-28,2026-01-28,"社会福祉法人たんぽぽ福祉会",,399,"東京都","八王子市","緑町９３５番地１５",,13,201,1930932,,,,,,,2026-01-28,1,,,,,"タンポポフクシカイ",0
20,1010401000332,21,0,2026-01-28,2026-01-28,"株式会社アイ・エス・ビイ・プランニング",,301,"東京都","港区","赤坂６丁目１９番４０号秀和赤坂レジデンス８０５号",,13,103,1070052,,,2026-01-28,21,,,2015-10-05,1,,,,,,0
21,1010401000407,21,0,2026-01-28,2026-01-28,"アイ・コーポレーション株式会社",,301,"東京都","港区","西麻布１丁目１２番１３号",,13,103,1060031,,,2026-01-28,21,,,2015-10-05,1,,,,,,0
22,1010401000497,21,0,2026-01-28,2026-01-28,"株式会社相川事務所",,301,"東京都","港区","麻布十番１丁目５番２号",,13,103,1060045,,,2026-01-28,21,,,2015-10-05,1,,,,,,0
