1,1010001047550,01,1,2022-05-31,2015-10-05,"杉田産業株式会社",,301,"東京都","中央区","八丁堀４丁目１３番４号",,13,102,1040032,,,,,,,2015-10-05,0,,,,,"スギタサンギョウ",0
2,1010001047550,12,1,2022-05-31,2017-05-10,"杉田産業株式会社",,301,"神奈川県","横浜市金沢区","鳥浜町１５番９号",,14,108,2360002,,,,,,,2015-10-05,1,,,,,"スギタサンギョウ",0
3,1010001139356,01,1,2022-05-31,2015-10-05,"株式会社データサイエンス研究所",,301,"東京都","千代田区","紀尾井町３番１０号",,13,101,1020094,,,,,,,2015-10-05,0,,,,,"データサイエンスケンキュウショ",0
4,1010001139356,12,1,2022-05-31,2016-04-21,"株式会社データサイエンス研究所",,301,"東京都","千代田区","紀尾井町３番１号",,13,101,1020094,,,,,,,2015-10-05,0,,,,,"データサイエンスケンキュウショ",0
5,1010001139356,12,1,2022-05-31,2022-05-17,"株式会社データサイエンス研究所",,301,"東京都","千代田区","永田町２丁目１７－８ブランズ永田町４０２",,13,101,1000014,,,,,,,2015-10-05,1,,,,,"データサイエンスケンキュウショ",0
6,1010001181399,12,0,2022-05-31,2022-05-02,"株式会社ケイファミーユプレミアカンパニー",,301,"東京都","中央区","日本橋堀留町１丁目３番１１号ＰａｒｋＡｘｉｓ日本橋堀留町",,13,102,1030012,,,,,,,2017-02-10,1,,,,,"ケイファミーユプレミアカンパニー",0
7,1010001194673,12,0,2022-05-31,2022-05-25,"ＲＹＬ株式会社",,301,"東京都","中央区","日本橋人形町２丁目１４－１２",,13,102,1030013,,,,,,,2018-09-07,1,,,,,"アールワイエル",0
8,1010001226955,01,0,2022-05-31,2022-05-31,"株式会社蟹倶楽部",,301,"東京都","中央区","築地４丁目１６番２号",,13,102,1040045,,,,,,,2022-05-31,1,,,,,"カニクラブ",0
9,1010001226963,01,0,2022-05-31,2022-05-31,"ＢＬＯＯＭ株式会社",,301,"東京都","中央区","築地２丁目１番２号秀和築地レジデンス７１０号",,13,102,1040045,,,,,,,2022-05-31,1,,,,,"ブルーム",0
10,1010003037756,01,0,2022-05-31,2022-05-31,"合同会社菅",,305,"東京都","中央区","日本橋浜町３丁目３番１号",,13,102,1030007,,,,,,,2022-05-31,1,,,,,"スガ",0
11,1010003037772,01,0,2022-05-31,2022-05-31,"合同会社システムサービス",,305,"東京都","千代田区","飯田橋１丁目８番９号ニューシティハイツ飯田橋７０７",,13,101,1020072,,,,,,,2022-05-31,1,,,,,"システムサービス",0
12,1010005000051,01,1,2022-05-31,2015-10-05,"公益財団法人岩國育英財団",,399,"東京都","千代田区","麹町４丁目３番３号",00063147,13,101,1020083,,,,,,,2015-10-05,1,,,,,"イワクニイクエイザイダン",0
13,1010005032879,11,0,2022-05-31,2022-05-27,"一般社団法人西武線西所沢駅前開発",,399,"東京都","千代田区","平河町１丁目６番１５号シルスフィア会計事務所内",,13,101,1020093,,,,,,,2021-01-29,1,,,,,"セイブセンニシトコロザワエキマエカイハツ",0
14,1010105002030,01,1,2022-05-31,2019-08-28,"医療法人社団優鶴会",,399,"東京都","八王子市","子安町１丁目２番６号八王子南口駅前ビル２階３階",,13,201,1920904,,,,,,,2019-08-28,1,,,,,,0
15,1010401018011,01,1,2022-05-31,2015-10-05,"ツルヤ．クリーニング株式会社",,301,"東京都","港区","麻布十番２丁目２０番１３号",,13,103,1060045,,,,,,,2015-10-05,0,,,,,,0
16,1010401018011,11,1,2022-05-31,2018-01-31,"グローバル株式会社",,301,"東京都","港区","麻布十番２丁目２０番１３号",,13,103,1060045,,,,,,,2015-10-05,1,,,,,"グローバル",0
17,1010401042969,01,1,2022-05-31,2015-10-05,"アミカイ株式会社",,301,"東京都","港区","西新橋１丁目４番６号",,13,103,1050003,,,,,,,2015-10-05,0,,,,,"アミカイ",0
18,1010401042969,12,1,2022-05-31,2017-08-09,"アミカイ株式会社",,301,"東京都","港区","赤坂９丁目２番１３号",,13,103,1070052,,,,,,,2015-10-05,1,,,,,"アミカイ",0
19,1010401107680,01,1,2022-05-31,2015-10-05,"コンコム・ジャパン株式会社",,301,"東京都","中央区","日本橋茅場町３丁目５番２号大和屋ビル６階",,13,102,1030025,,,,,,,2015-10-05,0,,,,,"コンコムジャパン",0
20,1010401107680,11,1,2022-05-31,2022-05-10,"Ｔｅｋｏｍａ　Ｅｎｅｒｇｙ株式会社",,301,"東京都","中央区","日本橋茅場町３丁目５番２号大和屋ビル６階",,13,102,1030025,,,,,,,2015-10-05,1,,,,,"テコマエナジー",0
21,1010401111121,01,1,2022-05-31,2015-10-05,"株式会社ＮＫＪ",,301,"東京都","港区","新橋２丁目２０番１５号新橋駅前ビル１号館９２１号室",,13,103,1050004,,,,,,,2015-10-05,0,,,,,"エヌケージェイ",0
22,1010401111121,12,1,2022-05-31,2022-05-13,"株式会社ＮＫＪ",,301,"東京都","港区","海岸１丁目１４番１７号ベイサイド竹芝１４０１",,13,103,1050022,,,,,,,2015-10-05,1,,,,,"エヌケージェイ",0
