1,1010001030093,01,1,2024-01-23,2015-10-05,"株式会社ミクニ商会",,301,"東京都","千代田区","鍛冶町１丁目８番６号",,13,101,1010044,,,,,,,2015-10-05,1,,,,,"ミクニショウカイ",0
2,1010001030192,01,1,2024-01-23,2015-10-05,"株式会社ミハラ",,301,"東京都","千代田区","外神田３丁目６番１２号",,13,101,1010021,,,,,,,2015-10-05,0,,,,,"ミハラ",0
3,1010001030192,12,1,2024-01-23,2017-01-12,"株式会社ミハラ",,301,"東京都","千代田区","外神田６丁目１５番１４号外神田ストークビル４階",,13,101,1010021,,,,,,,2015-10-05,1,,,,,"ミハラ",0
4,1010001080758,01,1,2024-01-23,2015-10-05,"株式会社ストーフィ",,301,"東京都","中央区","東日本橋３丁目６番６号パックビル３Ｆ",,13,102,1030004,,,,,,,2015-10-05,0,,,,,"ストーフィ",0
5,1010001080758,12,1,2024-01-23,2023-12-28,"株式会社ストーフィ",,301,"東京都","中央区","東日本橋３丁目６番６号パークビル３Ｆ",,13,102,1030004,,,,,,,2015-10-05,1,,,,,"ストーフィ",0
6,1010001117535,12,0,2024-01-23,2024-01-19,"株式会社Ｌ＆Ｌ",,301,"東京都","葛飾区","東四つ木３丁目１６番２号",,13,122,1240014,,,,,,,2015-10-05,1,,,,,"エルアンドエル",0
7,1010001200084,01,1,2024-01-23,2019-04-17,"小風株式会社",,301,"東京都","中央区","日本橋３丁目４番１５号",,13,102,1030027,,,,,,,2019-04-17,0,,,,,"コカゼ",0
8,1010001200084,12,1,2024-01-23,2023-05-31,"小風株式会社",,301,"東京都","中央区","日本橋兜町５－１兜町第１平和ビル３Ｆ",,13,102,1030026,,,,,,,2019-04-17,0,,,,,"コカゼ",0
9,1010001200084,12,1,2024-01-23,2024-01-15,"小風株式会社",,301,"東京都","中央区","新富２丁目４番３号１００１号室",,13,102,1040041,,,,,,,2019-04-17,1,,,,,"コカゼ",0
10,1010001231897,01,1,2024-01-23,2022-12-28,"株式会社Ｃｌｏｕｄ　Ｎａｖｉ",,301,"東京都","中央区","日本橋小網町８－２",,13,102,1030016,,,,,,,2022-12-28,0,,,,,"クランドナビ",0
11,1010001231897,12,1,2024-01-23,2023-09-12,"株式会社Ｃｌｏｕｄ　Ｎａｖｉ",,301,"東京都","千代田区","神田平河町１番地第３東ビル５ＦイーオフィスＡＫＩＢＡ２番館４２号室",,13,101,1010027,,,,,,,2022-12-28,1,,,,,"クランドナビ",0
12,1010001234999,12,0,2024-01-23,2024-01-17,"ＢｅｅＬｉｎｅ株式会社",,301,"東京都","千代田区","富士見２丁目４番６号",,13,101,1020071,,,,,,,2023-05-08,1,,,,,"ビーライン",0
13,1010001241582,01,0,2024-01-23,2024-01-23,"ＡＵＲＡ地方創生株式会社",,301,"東京都","中央区","銀座１丁目２２番１１号銀座大竹ビジデンス２Ｆ",,13,102,1040061,,,,,,,2024-01-23,1,,,,,"オーラチホウソウセイ",0
