1,1010001034714,01,1,2022-03-15,2015-10-05,"株式会社日本エコノミックセンター",,301,"東京都","中央区","日本橋堀留町１丁目１１番５号日本橋吉泉ビル３Ｆ",,13,102,1030012,,,,,,,2015-10-05,1,,,,,"ニホンエコノミックセンター",0
2,1010001055149,01,1,2022-03-15,2015-10-05,"株式会社ビーティーエー",,301,"東京都","中央区","築地４丁目３番４号",,13,102,1040045,,,,,,,2015-10-05,1,,,,,"ビーティーエー",0
3,1010001058300,01,1,2022-03-15,2015-10-05,"美和商事株式会社",,301,"東京都","中央区","銀座７丁目１２番１４号大栄会館地下１階",,13,102,1040061,,,,,,,2015-10-05,1,,,,,"ミワショウジ",0
4,1010001120357,01,1,2022-03-15,2015-10-05,"株式会社クロスピレーション",,301,"東京都","千代田区","有楽町１丁目２番１２号",,13,101,1000006,,,,,,,2015-10-05,1,,,,,"クロスピレーション",0
5,1010001130091,12,0,2022-03-15,2022-03-08,"株式会社グッドワークコミュニケーションズ",,301,"東京都","千代田区","神田三崎町３丁目６番９号ＮＸ水道橋ビル５階",,13,101,1010061,,,,,,,2015-10-05,1,,,,,"グッドワークコミュニケーションズ",0
6,1010001137855,01,1,2022-03-15,2015-10-05,"株式会社ＭａｍＦｏｕｒ",,301,"東京都","渋谷区","神宮前３丁目３７番１－９１２号",,13,113,1500001,,,,,,,2015-10-05,1,,,,,"マムフォー",0
7,1010001146096,12,0,2022-03-15,2022-03-08,"株式会社コノミ",,301,"東京都","港区","新橋６丁目９－２",,13,103,1050004,,,,,,,2015-10-05,1,,,,,,0
8,1010001216766,12,0,2022-03-15,2022-03-07,"株式会社ＭｅｄＡｓｋ",,301,"東京都","文京区","本郷３丁目４－３ヒルズ８８４お茶ノ水ビル５Ｆ",,13,105,1130033,,,,,,,2021-03-23,1,,,,,"メドアスク",0
9,1010001221130,12,0,2022-03-15,2022-03-09,"株式会社Ａｃｔｕａｌｌｙ",,301,"東京都","中央区","銀座１丁目２２番１１号銀座大竹ビジデンス２階",,13,102,1040061,,,,,,,2021-09-16,1,,,,,"アクチュアリー",0
10,1010001224133,12,0,2022-03-15,2022-03-11,"株式会社風神・雷神",,301,"東京都","中央区","日本橋箱崎町２１番地６セブンスターマンション第２日本橋８０２号",,13,102,1030015,,,,,,,2022-01-28,1,,,,,"フウジンライジン",0
11,1010002017494,01,1,2022-03-15,2015-10-05,"有限会社エヌ・ケー・エスエンタープライズ",,302,"東京都","中央区","銀座８丁目３番１０号",,13,102,1040061,,,,,,,2015-10-05,1,,,,,"エヌケーエスエンタープライズ",0
12,1010002024078,01,1,2022-03-15,2015-10-05,"有限会社ヒロ・ハヤシ・コーポレーション",,302,"東京都","中央区","佃２丁目２番１１－８０６号",,13,102,1040051,,,,,,,2015-10-05,0,,,,,"ヒロハヤシコーポレーション",0
13,1010002024078,12,1,2022-03-15,2022-03-07,"有限会社ヒロ・ハヤシ・コーポレーション",,302,"東京都","中央区","新川２丁目２番１－９１４号",,13,102,1040033,,,,,,,2015-10-05,1,,,,,"ヒロハヤシコーポレーション",0
14,1010002051964,12,0,2022-03-15,2022-03-11,"光矢商事有限会社",,302,"東京都","墨田区","堤通２丁目１番２７号",,13,107,1310034,,,,,,,2015-10-05,1,,,,,"ミツヤショウジ",0
15,1010005007674,12,0,2022-03-15,2022-03-09,"高島屋クレジット労働組合",00050062,399,"東京都","中央区","日本橋２丁目１２番１０号高島屋グループ本社ビル７階",00125975,13,102,1030027,,,,,,,2015-10-05,0,,,,,,0
16,1010005007674,11,0,2022-03-15,2022-03-09,"高島屋ファイナンシャル・パートナーズ労働組合",00125974,399,"東京都","中央区","日本橋２丁目１２番１０号高島屋グループ本社ビル７階",00125975,13,102,1030027,,,,,,,2015-10-05,1,,,,,"タカシマヤファイナンシャルパートナーズ",0
17,1010005034719,01,0,2022-03-15,2022-03-15,"一般社団法人柔和の会",,399,"東京都","中央区","銀座１丁目２２番１１号銀座大竹ビジデンス２階",,13,102,1040061,,,,,,,2022-03-15,1,,,,,"ニュウワノカイ",0
18,1010101012974,01,1,2022-03-15,2017-08-14,"株式会社ＵＴ　ｃｏｎｓｔｒｕｃｔ",,301,"東京都","八王子市","七国２丁目２４番４号Ｔ－ｈｏｕｓｅ２０２号",,13,201,1920919,,,,,,,2017-08-14,0,,,,,,0
