1,1010001006903,12,0,2024-06-14,2024-06-12,"福村出版株式会社",,301,"東京都","中央区","築地４丁目１２番２号",,13,102,1040045,,,,,,,2015-10-05,1,,,,,"フクムラシュッパン",0
2,1010001028204,12,0,2024-06-14,2024-06-12,"株式会社フグロジャパン",,301,"東京都","港区","浜松町２丁目３番１号",,13,103,1050013,,,,,,,2015-10-05,1,,,,,"フグロジャパン",0
3,1010001033609,71,0,2024-06-14,2024-06-03,"星光ＰＭＣ株式会社",,301,"東京都","中央区","日本橋本町３丁目３番６号",,13,102,1030023,,,,,,"令和６年６月３日東京都千代田区丸の内一丁目５番１号インビジブルホールディングス株式会社（9010001237219）を合併",2015-10-05,1,,,,,"セイコウピーエムシー",0
4,1010001040431,01,1,2024-06-14,2015-10-05,"神谷設備工業株式会社",,301,"東京都","中央区","日本橋茅場町１丁目４番７号",,13,102,1030025,,,,,,,2015-10-05,1,,,,,"カミヤセツビコウギョウ",0
5,1010001117080,12,0,2024-06-14,2024-06-11,"株式会社虹有社",,301,"東京都","新宿区","袋町５番地１ＦＡＲＯ神楽坂１階",,13,104,1620828,,,,,,,2015-10-05,1,,,,,"コウユウシャ",0
6,1010001176688,01,1,2024-06-14,2016-06-29,"株式会社日本町おこしエネルギー",,301,"東京都","中央区","日本橋３丁目２番９号三晶ビル６Ｆ",,13,102,1030027,,,,,,,2016-06-29,0,,,,,"ニホンマチオコシエネルギー",0
7,1010001176688,12,0,2024-06-14,2024-06-12,"株式会社日本町おこしエネルギー",,301,"東京都","港区","西麻布１丁目４－３６－２１４室",,13,103,1060031,,,,,,,2016-06-29,1,,,,,"ニホンマチオコシエネルギー",0
8,1010001184162,01,1,2024-06-14,2017-06-09,"株式会社ｙｏｎｅｊｉ",,301,"東京都","千代田区","内神田３丁目８番８号",,13,101,1010047,,,,,,,2017-06-09,1,,,,,"ヨネジ",0
9,1010001229066,01,1,2024-06-14,2022-08-26,"株式会社ＢＣＪ‐６８",,301,"東京都","千代田区","丸の内１丁目１番１号パレスビル５階",,13,101,1000005,,,,,,,2022-08-26,0,,,,,"ビーシージェイシックスティーエイト",0
10,1010001229066,12,1,2024-06-14,2023-04-07,"株式会社ＢＣＪ‐６８",,301,"東京都","千代田区","麹町５丁目７番地１",,13,101,1020083,,,,,,,2022-08-26,0,,,,,"ビーシージェイシックスティーエイト",0
11,1010001229066,11,1,2024-06-14,2023-04-07,"株式会社マッシュホールディングス",,301,"東京都","千代田区","麹町５丁目７番地１",,13,101,1020083,,,,,,,2022-08-26,0,,,,,"マッシュホールディングス",0
12,1010001229066,71,1,2024-06-14,2023-04-07,"株式会社マッシュホールディングス",,301,"東京都","千代田区","麹町５丁目７番地１",,13,101,1020083,,,,,,"令和５年４月１日東京都千代田区麹町五丁目７番地１株式会社マッシュホールディングス（8010001231222）を合併",2022-08-26,0,,,,,"マッシュホールディングス",0
13,1010001229066,71,1,2024-06-14,2023-09-01,"株式会社マッシュホールディングス",,301,"東京都","千代田区","麹町５丁目７番地１",,13,101,1020083,,,,,,"令和５年９月１日東京都千代田区麹町五丁目７番地１株式会社ＭＡＳＨ＆Ｃｏｍｐａｎｙ（7010001200112）を合併",2022-08-26,1,,,,,"マッシュホールディングス",0
14,1010001244585,12,0,2024-06-14,2024-06-11,"株式会社Ｊ‐Ｃｙｃｌｅ",,301,"茨城県","ひたちなか市","山崎４３番地",,08,221,3111251,,,,,,,2024-05-14,1,,,,,"ジェイサイクル",0
15,1010001245245,01,1,2024-06-14,2024-06-07,"全日本医療健康管理株式会社",,301,"東京都","中央区","築地２丁目１５番１５号セントラル東銀座５０１号室",,13,102,1040045,,,,,,,2024-06-07,1,,,,,"ゼンニホンイリョウケンコウカンリ",0
16,1010001245823,01,0,2024-06-14,2024-06-14,"悠久コンサルティング株式会社",,301,"東京都","文京区","白山５丁目１７番８号アーバイル文京白山８０４号室",,13,105,1120001,,,,,,,2024-06-14,1,,,,,"ユウキュウコンサルティング",0
17,1010002014491,01,1,2024-06-14,2015-10-05,"有限会社萌文社",,302,"東京都","千代田区","富士見１丁目２番３２号",,13,101,1020071,,,,,,,2015-10-05,1,,,,,"ホウブンシャ",0
18,1010003031123,01,1,2024-06-14,2019-11-28,"Ａ＆Ｊ　ｃｏｎｓｕｌｔｉｎｇ合同会社",,305,"東京都","中央区","日本橋２丁目１－１７丹生ビル２階",,13,102,1030027,,,,,,,2019-11-28,0,,,,,"エーアンドジェイコンサルティング",0
19,1010003031123,12,1,2024-06-14,2020-10-26,"Ａ＆Ｊ　ｃｏｎｓｕｌｔｉｎｇ合同会社",,305,"東京都","豊島区","東池袋３丁目２０－９宏和ビル３Ｆ－４号室",,13,116,1700013,,,,,,,2019-11-28,0,,,,,"エーアンドジェイコンサルティング",0
