1,1010001014336,01,1,2025-11-14,2015-10-05,"株式会社木村ビル",,301,"東京都","千代田区","神田小川町２丁目１番地",,13,101,1010052,,,,,,,2015-10-05,1,,,,,"キムラビル",0
2,1010001036710,12,0,2025-11-14,2025-11-04,"チヨダスチールサービス株式会社",,301,"東京都","中央区","日本橋茅場町２丁目８番８号",,13,102,1030025,,,,,,,2015-10-05,1,,,,,"チヨダスチールサービス",0
3,1010001039754,01,1,2025-11-14,2015-10-05,"尾坪水産株式会社",,301,"東京都","中央区","築地５丁目２番１号",,13,102,1040045,,,,,,,2015-10-05,0,,,,,,0
4,1010001039754,71,1,2025-11-14,2016-09-01,"尾坪水産株式会社",,301,"東京都","中央区","築地５丁目２番１号",,13,102,1040045,,,,,,"平成２８年９月１日東京都中央区築地五丁目２番１号尾坪アセット株式会社（4010001149963）を合併",2015-10-05,0,,,,,,0
5,1010001039754,12,1,2025-11-14,2018-10-24,"尾坪水産株式会社",,301,"東京都","江東区","豊洲６丁目６番３号５階",,13,108,1350061,,,,,,,2015-10-05,1,,,,,,0
6,1010001082837,01,1,2025-11-14,2015-10-05,"三立開発株式会社",,301,"福岡県","福岡市中央区","長浜２丁目５番２０１号",,40,133,8100072,,,,,,,2015-10-05,1,,,,,"サンリツカイハツ",0
7,1010001096556,01,1,2025-11-14,2015-10-05,"株式会社ＮＥＴ－ＩＮＧ",,301,"東京都","中央区","日本橋１丁目２番１０号",,13,102,1030027,,,,,,,2015-10-05,1,,,,,"ネットアイエヌジー",0
8,1010001127666,12,0,2025-11-14,2025-10-20,"株式会社日本教育工学研究所",,301,"東京都","文京区","本駒込１丁目４番４号",,13,105,1130021,,,,,,,2015-10-05,1,,,,,"ニホンキョウイクコウガクケンキュウジョ",0
9,1010001194707,21,0,2025-11-14,2025-11-04,"イー・パワーＣ株式会社",,301,"東京都","千代田区","九段南４丁目８番３４号",,13,101,1020074,,,2025-11-04,01,,,2018-09-10,1,,,,,"イーパワーシー",0
10,1010001207047,21,0,2025-11-14,2025-11-07,"株式会社アポロ",,301,"東京都","台東区","上野５丁目２５番７号２Ｆ",,13,106,1100005,,,2025-11-07,01,,,2020-01-30,1,,,,,"アポロ",0
11,1010001211528,12,0,2025-11-14,2025-11-11,"ＢＡＪ株式会社",,301,"東京都","渋谷区","神宮前２丁目１９番１３号",,13,113,1500001,,,,,,,2020-08-13,1,,,,,"ビーエージェイ",0
12,1010001253537,12,0,2025-11-14,2025-11-12,"ＤＤＩ　Ｒｅａｌ　Ｅｓｔａｔｅ株式会社",,301,"東京都","港区","虎ノ門４丁目３番１号",,13,103,1050001,,,,,,,2025-04-02,1,,,,,"ディーディーアイリアルエステート",0
