1,1010001135891,11,0,2021-12-16,2021-12-13,"株式会社Ｄｅｌｉｇｈｔｅｒ",,301,"東京都","港区","赤坂６丁目１０－３９ソフトタウン赤坂３０８号",,13,103,1070052,,,,,,,2015-10-05,1,,,,,"ディライター",0
2,1010001135966,12,0,2021-12-16,2021-12-10,"中銀インターナショナル株式会社",,301,"千葉県","流山市","加１丁目１１番地アルス流山２０６",,12,220,2700176,,,,,,,2015-10-05,1,,,,,"チュウギンインターナショナル",0
3,1010001177158,01,1,2021-12-16,2016-07-27,"株式会社羽神の森",,301,"東京都","千代田区","丸の内２丁目２番１号岸本ビルヂング６階",,13,101,1000005,,,,,,,2016-07-27,0,,,,,"ハガミノモリ",0
4,1010001177158,12,0,2021-12-16,2021-12-13,"株式会社羽神の森",,301,"鹿児島県","熊毛郡屋久島町","宮之浦２２０４－６",,46,505,8914205,,,,,,,2016-07-27,1,,,,,"ハガミノモリ",0
5,1010001209316,12,0,2021-12-16,2021-12-13,"株式会社トモニアスホールディングス",,301,"東京都","中央区","明石町１１番１５号ミキジ明石町ビル４階東京桜橋法律事務所内",,13,102,1040044,,,,,,,2020-04-27,1,,,,,"トモニアスホールディングス",0
6,1010001223242,01,0,2021-12-16,2021-12-16,"株式会社薫風舎",,301,"東京都","中央区","日本橋小舟町６番６号",,13,102,1030024,,,,,,,2021-12-16,1,,,,,"クンプウシャ",0
7,1010003013055,12,0,2021-12-16,2021-12-10,"合同会社パシフィック・ハーバー・アドバイザーズ・ジャパン",,305,"東京都","千代田区","永田町２丁目１１番１号山王パークタワー３階",,13,101,1000014,,,,,,,2015-10-05,1,,,,,"パシフィックハーバーアドバイザーズジャパン",0
8,1010401010240,21,0,2021-12-16,2021-12-14,"株式会社コンドー",,301,"東京都","世田谷区","大蔵１丁目１６番９号",,13,112,1570074,,,2021-12-14,01,,,2015-10-05,1,,,,,,0
9,1010401121120,12,0,2021-12-16,2021-12-07,"株式会社ＢＯＯＧＩＥ",,301,"東京都","港区","赤坂８丁目５番９－２０６号",,13,103,1070052,,,,,,,2015-10-23,1,,,,,,0
10,1010401125939,12,0,2021-12-16,2021-11-30,"株式会社Ｇ－ＶＥＳ　ＪＡＰＡＮ",,301,"愛知県","名古屋市中区","錦１丁目５番１１号名古屋伊藤忠ビル４階",,23,106,4600003,,,,,,,2016-07-20,1,,,,,"ジーベスジャパン",0
11,1010401139328,01,1,2021-12-16,2018-07-03,"株式会社ＨＱＣ　ＴＯＫＹＯ",,301,"東京都","港区","芝浦３丁目１５番１号",,13,103,1080023,,,,,,,2018-07-03,0,,,,,"エイチキューシートーキョー",0
12,1010401139328,12,1,2021-12-16,2020-09-30,"株式会社ＨＱＣ　ＴＯＫＹＯ",,301,"東京都","渋谷区","渋谷３丁目６番２号",,13,113,1500002,,,,,,,2018-07-03,1,,,,,"エイチキューシートーキョー",0
13,1010401164466,01,0,2021-12-16,2021-12-16,"株式会社トッパンフォトマスク",,301,"東京都","港区","芝浦３丁目１９番２６号",,13,103,1080023,,,,,,,2021-12-16,1,,,,,"トッパンフォトマスク",0
14,1010402000273,01,1,2021-12-16,2015-10-05,"有限会社アーバン・トラスト",,302,"東京都","港区","北青山１丁目４番１号",,13,103,1070061,,,,,,,2015-10-05,0,,,,,,0
15,1010402000273,12,1,2021-12-16,2021-05-25,"有限会社アーバン・トラスト",,302,"長野県","北佐久郡軽井沢町","大字軽井沢１０１６番地７５３",,20,321,3890102,,,,,,,2015-10-05,0,,,,,,0
16,1010402000273,12,0,2021-12-16,2021-12-10,"有限会社アーバン・トラスト",,302,"東京都","港区","北青山１丁目４番１号",,13,103,1070061,,,,,,,2015-10-05,1,,,,,,0
17,1010402014364,01,1,2021-12-16,2015-10-05,"有限会社リブファニチャー",,302,"東京都","港区","芝２丁目５番２８号",,13,103,1050014,,,,,,,2015-10-05,1,,,,,"リブファニチャー",0
18,1010403013885,01,1,2021-12-16,2015-10-05,"商業支援組合合同会社",,305,"東京都","港区","東新橋２丁目１０番１０号東新橋ビル２Ｆ",,13,103,1050021,,,,,,,2015-10-05,0,,,,,"ショウギョウシエンクミアイ",0
19,1010403013885,12,0,2021-12-16,2021-12-07,"商業支援組合合同会社",,305,"栃木県","宇都宮市","西川田本町２丁目８番２４号ＡＲＡビル２Ｆ",,09,201,3210158,,,,,,,2015-10-05,1,,,,,"ショウギョウシエンクミアイ",0
20,1010403026714,01,0,2021-12-16,2021-12-16,"Ｈｏｒｉｚｏｎｓ　Ｔｏｋｙｏ合同会社",,305,"東京都","港区","南青山３丁目１８番１１号２階",,13,103,1070062,,,,,,,2021-12-16,1,,,,,"オリゾントウキョウ",0
21,1010501030717,12,0,2021-12-16,2021-12-15,"株式会社ＥＴＥＲＮＩＴＹ　ＧＥＭＳ",,301,"東京都","台東区","三筋２丁目２４番６－６０１号アスコットパーク新御徒町ソレイユ",,13,106,1110055,,,,,,,2015-10-05,1,,,,,"エタニティジェムス",0
22,1010601052082,12,0,2021-12-16,2021-12-13,"トライアンファーズアソシエイツ株式会社",,301,"東京都","豊島区","池袋３丁目３４－７ビジネスパーク池袋２階",,13,116,1710014,,,,,,,2017-08-22,1,,,,,"トライアンファーズアソシエイツ",0
23,1010601053592,12,0,2021-12-16,2021-12-08,"株式会社ＳＡＮＫＡＫＵ",,301,"東京都","江東区","白河３丁目１８番１０号",,13,108,1350021,,,,,,,2018-07-06,1,,,,,"サンカク",0
