sequenceNumber,corporateNumber,process,correct,updateDate,changeDate,name,nameImageId,kind,prefectureName,cityName,streetNumber,addressImageId,prefectureCode,cityCode,postCode,addressOutside,addressOutsideImageId,closeDate,closeCause,successorCorporateNumber,changeCause,assignmentDate,latest,enName,enPrefectureName,enCityName,enAddressOutside,furigana,hihyoji
7,1010003022171,登記記録の閉鎖等,0,2022-07-04,2022-06-24,ＢＥＴワークス合同会社,,合同会社,東京都,中央区,日本橋本町１丁目９番１３号,,13,102,1030023,,,2022-06-24,清算の結了等,,,2015-10-05,1,,,,,ビーイーティーワークス,0
14,1010401124115,登記記録の閉鎖等,0,2022-07-04,2022-06-14,株式会社ティーアールジェイ・ロジスティクス,,株式会社,東京都,港区,南青山２丁目２番１５号ウィン青山９４２号,,13,103,1070062,,,2022-06-14,清算の結了等,,,2016-04-12,1,,,,,ティーアールジェイロジスティクス,0
24,1010401152784,登記記録の閉鎖等,0,2022-07-04,2022-06-14,株式会社ＶＧ　Ｍａｒｉｔｉｍｅ　Ｓｏｌｕｔｉｏｎｓ,,株式会社,東京都,港区,西新橋１丁目２２番５号新橋ＴＳビル,,13,103,1050003,,,2022-06-14,合併による解散等,3010401051563,令和４年６月１日東京都港区西新橋一丁目２２番５号新橋ＴＳビル株式会社ＮＭＤグループ（3010401051563）に合併し解散,2020-05-19,1,,,,,ヴィージーマリタイムソリューションズ,0
36,1010803002959,登記記録の閉鎖等,0,2022-07-04,2022-06-24,合同会社雅,,合同会社,東京都,大田区,大森南１丁目１３番４号,,13,111,1430013,,,2022-06-24,清算の結了等,,,2019-03-19,1,,,,,,0
41,1010902020003,登記記録の閉鎖等,0,2022-07-04,2022-06-29,有限会社中村地所,,有限会社,東京都,世田谷区,成城５丁目１４番２１号,,13,112,1570066,,,2022-06-29,清算の結了等,,,2015-10-05,1,,,,,ナカムラジショ,0
58,1011601011111,登記記録の閉鎖等,0,2022-07-04,2022-06-30,毎日スポーツサービス株式会社,,株式会社,東京都,練馬区,桜台３丁目１番２－１０６号,,13,120,1760002,,,2022-06-30,清算の結了等,,,2015-10-05,1,,,,,マイニチスポーツサービス,0
83,1030001124125,登記記録の閉鎖等,0,2022-07-04,2022-06-23,株式会社ＭＡＴＣＨ,,株式会社,埼玉県,越谷市,東越谷２丁目８番地２８,,11,222,3430023,,,2022-06-23,清算の結了等,,,2018-02-07,1,,,,,,0
85,1030002016651,登記記録の閉鎖等,0,2022-07-04,2022-06-22,有限会社オフィスこうしん,,有限会社,埼玉県,さいたま市浦和区,岸町６丁目８番２号,,11,107,3300064,,,2022-06-22,清算の結了等,,,2015-10-05,1,,,,,オフィスコウシン,0
88,1030002042177,登記記録の閉鎖等,0,2022-07-04,2022-06-23,有限会社第一システム,,有限会社,埼玉県,加須市,外川５４番地９７,,11,210,3470106,,,2022-06-23,清算の結了等,,,2015-10-05,1,,,,,,0
89,1030002073643,登記記録の閉鎖等,0,2022-07-04,2022-06-21,有限会社新川商事,,有限会社,埼玉県,さいたま市桜区,大字在家２２番地２７,,11,106,3380813,,,2022-06-21,清算の結了等,,,2015-10-05,1,,,,,シンカワショウジ,0
