1,1010001150461,12,0,2022-11-24,2022-11-18,"忠信株式会社",,301,"神奈川県","横浜市鶴見区","鶴見中央４丁目２－９横山ビル４－３号室",,14,101,2300051,,,,,,,2015-10-05,1,,,,,"チュウシン",0
2,1010001230965,01,0,2022-11-24,2022-11-24,"株式会社ＫＡＮＯＡ",,301,"東京都","千代田区","岩本町３丁目４－６トナカイタワーズ５階",,13,101,1010032,,,,,,,2022-11-24,1,,,,,"カノア",0
3,1010001230981,01,0,2022-11-24,2022-11-24,"株式会社ＡＺＴＯＲＹ",,301,"東京都","千代田区","神田錦町２丁目２－１ＷｅＷｏｒｋＫＡＮＤＡＳＱＵＡＲＥ１１－１０１",,13,101,1010054,,,,,,,2022-11-24,1,,,,,"アズトリー",0
4,1010001231047,01,0,2022-11-24,2022-11-24,"株式会社ＳＨＩＰ第４０３号",,301,"東京都","千代田区","丸の内２丁目７番２号",,13,101,1000005,,,,,,,2022-11-24,1,,,,,"エスエイチアイピーダイヨンヒャクサンゴウ",0
5,1010002053515,21,0,2022-11-24,2022-11-16,"有限会社創プランニング匠屋",,302,"東京都","荒川区","西尾久７丁目１３番４号ダイアパレス尾久駅前１０３号室",,13,118,1160011,,,2022-11-16,01,,,2015-10-05,1,,,,,,0
6,1010003034638,21,0,2022-11-24,2022-11-17,"合同会社メディカル・インベストメント６号",,305,"東京都","中央区","日本橋兜町３番１１号三田証券株式会社内",,13,102,1030026,,,2022-11-17,01,,,2021-04-13,1,,,,,"メディカルインベストメントロクゴウ",0
7,1010003039091,01,0,2022-11-24,2022-11-24,"Ａｌｉｃｅ合同会社",,305,"東京都","中央区","勝どき５丁目３－１勝どきザ・タワー４９１１",,13,102,1040054,,,,,,,2022-11-24,1,,,,,"アリス",0
8,1010401027581,01,1,2022-11-24,2015-10-05,"株式会社堀田明宏事務所",,301,"東京都","港区","高輪２丁目１２番５６－３１４号",,13,103,1080074,,,,,,,2015-10-05,1,,,,,"ホッタアキヒロジムショ",0
9,1010401048297,12,0,2022-11-24,2022-11-14,"株式会社アラミック",,301,"東京都","港区","西麻布１丁目４番３６号",,13,103,1060031,,,,,,,2015-10-05,1,,,,,"アラミック",0
10,1010401048603,12,0,2022-11-24,2022-11-21,"オリーブプラン株式会社",,301,"東京都","文京区","根津２丁目３４番３号",,13,105,1130031,,,,,,,2015-10-05,1,,,,,"オリーブプラン",0
11,1010401063643,12,0,2022-11-24,2022-11-21,"株式会社美術映像プロジェクツ",,301,"東京都","世田谷区","等々力１丁目１９番１２号",,13,112,1580082,,,,,,,2015-10-05,1,,,,,"ビジュツエイゾウプロジェクツ",0
12,1010401087849,01,1,2022-11-24,2015-10-05,"株式会社雄泰企画",,301,"東京都","港区","赤坂９丁目１番７号",,13,103,1070052,,,,,,,2015-10-05,1,,,,,"ユウタイキカク",0
