1,1010001040019,01,1,2025-06-20,2015-10-05,"株式会社金久保",,301,"東京都","中央区","日本橋小網町１８番７号",,13,102,1030016,,,,,,,2015-10-05,0,,,,,"カナクボ",0
2,1010001040019,12,1,2025-06-20,2021-01-08,"株式会社金久保",,301,"東京都","墨田区","両国２丁目４番１０号",,13,107,1300026,,,,,,,2015-10-05,1,,,,,"カナクボ",0
3,1010001186027,01,1,2025-06-20,2017-09-07,"株式会社アセットグラネスト",,301,"東京都","中央区","勝どき１丁目８番１－２００１号",,13,102,1040054,,,,,,,2017-09-07,0,,,,,,0
4,1010001186027,11,1,2025-06-20,2025-06-10,"株式会社ステラプエリ",,301,"東京都","中央区","勝どき１丁目８番１－２００１号",,13,102,1040054,,,,,,,2017-09-07,0,,,,,"ステラプエリ",0
5,1010001186027,12,0,2025-06-20,2025-06-16,"株式会社ステラプエリ",,301,"千葉県","木更津市","中島１２２４番地７",,12,206,2920008,,,,,,,2017-09-07,1,,,,,"ステラプエリ",0
6,1010001193254,12,0,2025-06-20,2025-06-18,"株式会社Ｃｅｎｔｒａｌｉｔｙ　Ｊａｐａｎ",,301,"大阪府","堺市北区","大豆塚町２丁２０－１０",,27,146,5918042,,,,,,,2018-07-13,1,,,,,"セントラリティージャパン",0
7,1010001255806,01,0,2025-06-20,2025-06-20,"日本ＥＨＳ監査株式会社",,301,"東京都","中央区","日本橋兜町１７－２兜町第６葉山ビル４Ｆ",,13,102,1030026,,,,,,,2025-06-20,1,,,,,"ニッポンイーエイチエスカンサ",0
8,1010001256085,01,0,2025-06-20,2025-06-20,"株式会社ゆめかパートナーズ",,301,"東京都","千代田区","神田神保町２丁目３８番１１号岩田ビル３階",,13,101,1010051,,,,,,,2025-06-20,1,,,,,"ユメカパートナーズ",0
9,1010003033739,12,0,2025-06-20,2025-06-16,"合同会社スオーロ",,305,"大阪府","豊中市","新千里南町３丁目７番",,27,203,5600084,,,,,,,2020-12-18,1,,,,,"スオーロ",0
10,1010003039447,12,0,2025-06-20,2025-06-18,"ＧＲＥ　Ｉｎｔｅｒｎａｔｉｏｎａｌ合同会社",,305,"東京都","千代田区","外神田３丁目１２番８号",,13,101,1010021,,,,,,,2022-12-28,1,,,,,"ジーアールイーインターナショナル",0
11,1010003047722,01,0,2025-06-20,2025-06-20,"合同会社イオグラフ",,305,"東京都","中央区","銀座１丁目１２番４号Ｎ＆Ｅ・ＢＬＤ．６階",,13,102,1040061,,,,,,,2025-06-20,1,,,,,"イオグラフ",0
12,1010003047739,01,0,2025-06-20,2025-06-20,"蒼泉合同会社",,305,"東京都","中央区","日本橋久松町５番６－４０号",,13,102,1030005,,,,,,,2025-06-20,1,,,,,"ソウセン",0
13,1010005019018,12,0,2025-06-20,2025-06-16,"弁護士法人礎総合法律事務所",,399,"東京都","千代田区","二番町１２番地６",,13,101,1020084,,,,,,,2015-10-05,1,,,,,"イシズエソウゴウホウリツジムショ",0
14,1010005019835,01,1,2025-06-20,2015-10-05,"文誠税理士法人",,399,"東京都","中央区","銀座８丁目１９番１８号",,13,102,1040061,,,,,,,2015-10-05,0,,,,,"ブンセイ",0
15,1010005019835,12,0,2025-06-20,2025-06-16,"文誠税理士法人",,399,"千葉県","千葉市中央区","松波２丁目８番１号ＴＫＫビル２Ｆ－Ｂ",,12,101,2600044,,,,,,,2015-10-05,1,,,,,"ブンセイ",0
